,Date.Sampled,Address,HCluster,X1st.Draw,X2nd.Draw,X3rd.Draw,X4th.Draw,X5th.Draw,X6th.Draw,X7th.Draw,X8th.Draw,X9th.Draw,X10th.Draw,X11th.Draw,longitude,latitude
1110,8/31/2021,"5493 W Henderson St, Chicago, IL",3,26.8,20.4,19.0,17.2,15.6,13.6,11.0,9.74,9.17,8.27,3.79,-87.76367455930581,41.94143279239903
1111,8/16/2017,"5418 W Van Buren St, Chicago, IL",2,21.7,14.1,13.8,14.2,13.6,12.8,10.5,8.83,7.74,6.88,4.26,-87.76091591641998,41.87469350252061
1115,7/21/2021,"5580 N Christiana Ave, Chicago, IL",5,12.1,22.7,19.8,18.8,23.6,27.8,27.3,26.2,25.7,22.2,20.4,-87.71236608554206,41.9816987853656
1118,9/14/2019,"5597 N Linder Ave, Chicago, IL",2,11.9,13.1,16.8,17.0,14.8,11.7,11.0,12.7,11.5,6.67,3.08,-87.76581028481326,41.98202602039943
1121,3/2/2022,"5589 N Paris Ave, Chicago, IL",2,5.18,6.97,12.8,7.74,7.48,9.38,11.5,15.1,17.4,15.6,10.4,-87.8302867,41.9449351
1124,9/17/2019,"5599 N Wayne Ave, Chicago, IL",2,5.04,5.74,6.54,6.9,7.02,12.4,19.1,18.4,18.1,20.6,19.1,-87.66384492759876,41.98289419726361
1126,8/19/2019,"5573 S Hoyne Ave, Chicago, IL",3,3.51,4.46,5.4,6.38,6.4,6.46,6.8,8.54,9.31,11.6,20.0,-87.6765743683429,41.792206470401744
1128,12/9/2021,"5556 S Mason Ave, Chicago, IL",5,3.58,5.64,14.5,19.0,11.2,13.2,10.4,10.1,9.97,9.69,1.79,-87.7709167234373,41.7915476816913
1129,9/10/2019,"5591 S Neva Ave, Chicago, IL",3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.7,0.5,-87.8005001944359,41.7908945
1130,2/14/2020,"5598 S Newcastle Ave, Chicago, IL",1,4.4,7.75,8.23,10.3,9.47,9.53,9.16,8.59,8.01,6.91,4.98,-87.7924821277802,41.79083815
1131,11/3/2021,"5554 S Normandy Ave, Chicago, IL",2,8.72,14.7,10.3,16.8,35.7,25.3,15.6,18.8,23.3,14.7,12.5,-87.78882999306722,41.7909955
1132,5/19/2021,"5531 S Union Ave, Chicago, IL",2,4.25,5.33,5.64,5.52,5.75,5.67,5.78,5.39,4.91,4.37,3.69,-87.642573,41.792586
1133,10/28/2019,"5590 W Ardmore Ave, Chicago, IL",1,4.85,5.09,5.68,6.23,6.09,6.68,8.52,11.4,18.4,19.6,2.59,-87.7666866451854,41.985954199480624
1134,11/4/2020,"5527 W Ardmore Ave, Chicago, IL",3,15.8,7.43,5.79,6.03,5.11,5.92,5.29,4.76,4.7,4.13,5.4,-87.76670816899903,41.98568025
1135,12/17/2021,"5515 W Ardmore Ave, Chicago, IL",2,2.01,2.36,3.2,3.12,3.2,3.2,2.79,2.98,2.33,2.2,1.06,-87.7679266575505,41.98577633578817
1137,12/7/2021,"5616 N Milwaukee Ave, Chicago, IL",1,9.15,10.0,12.1,12.3,11.1,11.1,9.91,9.27,8.76,8.05,5.93,-87.77543526599368,41.98395827690451
1138,10/1/2019,"5666 N Nottingham Ave, Chicago, IL",2,4.93,5.17,6.19,6.12,5.84,5.55,6.0,11.1,13.8,15.3,8.63,-87.80342970903558,41.98375235
1139,1/26/2022,"5685 N Parkside Ave, Chicago, IL",5,1.34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.76941209619311,41.98434698674204
1140,7/21/2021,"5668 N Rockwell Ave, Chicago, IL",1,11.0,13.1,13.1,13.3,13.8,15.3,19.2,22.8,23.0,23.6,8.15,-87.694916,42.0176244
1141,12/27/2016,"5694 N Rockwell St, Chicago, IL",5,3.59,3.45,3.38,3.47,3.49,3.2,3.55,3.86,4.55,5.18,5.0,-87.6944518539164,41.984406495881565
1143,2/16/2022,"5632 S Mason Ave, Chicago, IL",5,3.86,3.36,3.49,3.62,4.65,8.36,12.6,13.5,12.7,12.0,12.2,-87.7709677837956,41.78918745
1144,6/5/2019,"5621 S Parkside, Chicago, IL",2,1.84,2.34,4.81,8.71,10.6,10.1,9.58,8.97,7.83,7.32,6.7,-87.58378618239189,41.7710801
1147,9/17/2021,"5667 W Carmen Ave, Chicago, IL",5,3.71,4.58,4.24,5.04,4.84,5.31,4.84,4.66,4.78,3.99,2.22,-87.77016406126555,41.97379591581703
1151,12/18/2017,"5735 N Kostner Ave, Chicago, IL",4,11.0,14.0,12.0,22.0,14.0,7.8,8.3,7.7,6.0,7.0,3.3,-87.73829012606797,41.986173000522015
1152,9/28/2021,"5744 N Manton Ave, Chicago, IL",3,9.02,11.9,17.7,11.3,25.4,19.9,10.6,9.91,9.35,9.71,4.79,-87.76909199709974,41.98661805431555
1153,2/8/2022,"5776 N Mobile Ave, Chicago, IL",3,4.8,5.8,7.2,6.9,6.4,6.3,6.3,6.4,7.0,8.0,1.8,-87.78497699806073,41.9861608
1156,11/19/2016,"5795 N Oketo Ave, Chicago, IL",3,4.98,7.91,9.73,10.1,9.41,9.12,8.88,13.4,20.5,21.9,13.4,-87.81175519403781,41.98515011112468
1157,9/14/2017,"5769 N Oketo Ave, Chicago, IL",3,3.2,5.8,8.1,8.8,9.1,9.2,9.8,12.0,16.0,18.0,25.0,-87.81218989383792,41.98452035
1158,12/19/2017,"5778 N Virginia Ave, Chicago, IL",3,6.93,7.65,7.38,7.93,8.71,8.57,10.4,19.44,22.5,22.7,21.7,-87.70583281884153,41.986006938774395
1159,1/29/2019,"5722 N Wayne Ave, Chicago, IL",1,7.8,6.8,3.3,3.7,5.4,4.8,4.9,8.9,14.0,15.0,14.0,-87.66312279700826,41.986590128875015
1160,3/15/2019,"5757 N Wayne Ave, Chicago, IL",1,4.1,6.1,6.7,7.3,8.2,8.4,8.3,8.9,9.4,9.0,4.5,-87.66350177272727,41.98566895454545
1163,12/23/2019,"5779 S Menard Ave, Chicago, IL",5,9.14,11.7,8.93,11.5,11.5,11.1,9.71,11.4,18.5,22.4,26.6,-87.76675819957546,41.7885602
1164,2/11/2020,"5784 S Moody Ave, Chicago, IL",5,3.5,3.82,3.65,3.86,7.1,14.4,15.7,18.2,16.4,14.8,7.31,-87.77562740067192,41.78715281814168
1165,11/2/2021,"5788 S Nagle Ave, Chicago, IL",2,3.36,4.17,6.33,7.43,0.5,5.2,5.04,5.82,12.4,18.3,15.7,-87.78297582507133,41.787980410088416
1166,12/23/2019,"5753 S Natoma Ave, Chicago, IL",3,2.89,4.35,4.46,4.22,4.45,5.23,9.89,11.2,12.4,15.3,3.13,-87.78760601507737,41.787032738747186
1167,4/4/2022,"5763 S Neenah Ave, Chicago, IL",2,8.3,8.8,9.1,9.0,11.0,12.0,17.0,18.0,19.0,18.0,15.0,-87.78554203043478,41.7872281
1168,2/11/2020,"5732 S New England Ave, Chicago, IL",3,5.49,7.93,8.57,10.5,11.1,13.2,14.9,15.7,15.1,13.2,1.72,-87.79371221826989,41.786967091257196
1169,11/12/2021,"5739 S Normandy Ave, Chicago, IL",1,13.9,15.2,17.2,22.4,19.6,18.8,18.0,17.0,15.9,14.3,7.29,-87.78919588723404,41.78685645
1171,3/8/2022,"5714 W Eddy St, Chicago, IL",3,8.16,12.4,12.7,11.0,10.6,11.6,19.7,24.4,22.7,21.0,19.9,-87.77128527319084,41.94510795
1172,9/17/2021,"5718 W Grover St, Chicago, IL",3,3.12,3.42,3.82,3.83,7.67,10.3,13.5,15.6,14.5,13.8,11.0,-87.7716412707188,41.970553363039926
1174,2/3/2020,"5719 W Huron St, Chicago, IL",2,8.26,19.1,13.0,25.1,17.6,15.3,15.5,17.0,17.2,15.5,3.43,-87.76868142210282,41.8931282
1175,2/1/2022,"5797 W Waveland Ave, Chicago, IL",2,7.03,7.09,7.8,8.44,11.0,22.3,32.6,24.1,21.5,20.2,22.4,-87.7710137565572,41.94757224394708
1176,12/15/2021,"5726 W Waveland Ave, Chicago, IL",5,7.07,11.9,11.3,11.2,10.6,11.1,11.5,16.2,15.6,13.6,5.33,-87.77114281816561,41.94757074528086
1178,10/16/2019,"5839 N Kilbourn Ave, Chicago, IL",5,4.34,4.23,3.59,3.89,3.68,3.15,3.02,2.77,2.78,3.59,1.04,-87.74062845370582,41.98775897139176
1180,9/17/2019,"5844 N Louise Ave, Chicago, IL",2,4.68,3.19,2.93,2.84,2.92,3.84,11.3,11.4,8.84,7.9,8.49,-87.75294953279624,41.98854276139182
1181,8/30/2019,"5831 N Luna Ave, Chicago, IL",2,6.24,6.54,5.69,5.6,5.37,4.96,4.59,4.22,3.4,2.74,2.09,-87.76609846946076,41.98714150417284
1183,8/6/2018,"5825 N Markham Ave, Chicago, IL",3,4.64,7.24,4.74,8.86,7.13,6.81,9.26,13.2,15.9,14.2,14.2,-87.7749979444881,41.98768909406132
1185,2/24/2020,"5877 N Mason Ave, Chicago, IL",2,3.0,4.4,5.2,5.1,5.1,4.3,8.0,12.0,13.0,15.0,1.0,-87.77676721522894,41.98796717561311
1186,7/26/2018,"5836 N Mobile Ave, Chicago, IL",3,5.77,9.75,11.6,12.0,13.1,15.5,21.4,23.6,29.1,32.2,19.7,-87.78510519593426,41.98792401104875
1189,9/1/2016,"5868 N Overhill Ave, Chicago, IL",2,5.6,6.1,7.8,8.1,8.5,8.8,9.2,9.5,9.2,9.2,11.0,-87.81920957620274,41.98616611774738
1191,9/1/2016,"5879 N Overhill Ave, Chicago, IL",3,5.03,5.19,3.85,3.38,15.0,3.62,3.99,3.68,3.29,3.11,2.14,-87.81931976763315,41.987044248964494
1192,8/5/2021,"5894 N Talman Ave, Chicago, IL",1,5.4,5.69,5.52,4.95,6.67,8.38,9.9,11.2,15.2,19.6,13.1,-87.69538607330152,41.9878209
1194,7/13/2021,"5830 N Wayne Ave, Chicago, IL",2,7.65,11.0,12.6,12.4,12.0,11.6,11.1,14.1,16.5,17.0,19.3,-87.66337976367925,41.98760637247513
1196,2/19/2020,"5847 S Moody Ave, Chicago, IL",2,4.62,4.64,6.06,6.0,6.4,7.04,7.05,6.58,6.36,6.42,6.0,-87.77559101151533,41.78619185671748
1197,3/23/2022,"5824 S Natoma Ave, Chicago, IL",2,5.89,9.0,12.8,10.7,9.38,8.88,16.8,16.8,15.4,15.8,15.9,-87.7878060026427,41.78645707135266
1198,1/23/2020,"5885 S New England Ave, Chicago, IL",4,10.6,6.18,5.06,7.26,7.94,6.71,5.78,3.35,1.67,1.3,1.11,-87.79387865762128,41.78547932630216
1199,11/9/2021,"5881 S New England Ave, Chicago, IL",2,1.86,4.5,6.72,3.54,4.8,4.14,3.25,1.92,0.98,0.83,0.73,-87.79368763315682,41.786299165584985
1200,10/7/2021,"5860 W Eastwood Ave, Chicago, IL",5,5.55,7.73,6.5,6.08,6.8,7.42,12.4,15.9,17.5,17.8,18.4,-87.77430325884521,41.965034194335246
1201,8/13/2019,"5832 W Patterson Ave, Chicago, IL",3,6.43,8.83,8.91,14.6,29.2,29.9,30.9,27.6,26.0,24.3,4.33,-87.77367799573122,41.94679540376648
1202,12/10/2019,"5843 W School St, Chicago, IL",2,5.23,4.63,5.31,7.65,7.54,7.32,7.68,9.42,13.4,14.9,15.1,-87.77307642128991,41.940498250000005
1203,10/23/2020,"5926 W Walton St, Chicago, IL",2,11.6,15.0,23.0,25.8,26.1,25.8,25.5,26.0,25.5,22.6,11.2,-87.77348508472221,41.89768085
1205,9/2/2021,"5938 N Drake Ave, Chicago, IL",5,5.85,6.53,6.74,5.94,6.78,6.52,11.2,25.8,25.6,19.0,17.1,-87.71750760417218,41.98944557039246
1207,2/22/2022,"5926 N East Circle Ave, Chicago, IL",2,5.1,4.62,14.0,23.0,25.3,26.9,25.2,20.8,18.4,19.2,20.7,-87.79991277924167,41.989883137238756
1209,9/20/2018,"5991 N Hermitage Ave, Chicago, IL",1,4.44,9.72,9.77,10.3,9.1,6.17,2.71,1.8,2.03,1.79,1.81,-87.67303287755102,41.9891718367347
1210,4/27/2016,"5913 N Kilpatrick Ave, Chicago, IL",1,2.77,2.41,1.78,1.87,1.81,2.15,2.12,2.27,2.23,2.25,1.39,-87.745786,41.989734
1212,11/11/2017,"5923 N Kostner Ave, Chicago, IL",2,2.2,2.37,2.44,2.52,6.86,10.3,7.87,7.26,7.68,8.07,4.65,-87.73846032141824,41.989659910202704
1213,4/28/2018,"5998 N Kostner Ave, Chicago, IL",2,8.57,5.86,5.54,5.55,5.76,8.12,10.1,10.2,9.03,9.21,12.4,-87.73845492653797,41.98934462644029
1214,1/7/2020,"5958 N Leader Ave, Chicago, IL",4,4.9,5.33,5.26,5.01,5.01,5.4,6.06,8.64,19.4,24.6,21.9,-87.75566071428572,41.98982385714286
1215,9/22/2018,"5989 N Legett Ave, Chicago, IL",3,8.18,8.05,9.61,9.54,9.36,16.6,21.6,22.8,22.9,21.6,22.9,-87.7566261707317,41.99011646341463
1216,2/14/2022,"5995 N Melvina Ave, Chicago, IL",5,6.06,5.18,7.81,6.52,9.88,9.2,9.59,10.0,10.0,10.1,6.98,-87.78264961119655,41.989522435558996
1217,2/22/2022,"5929 N Merrimac Ave, Chicago, IL",5,3.61,4.1,4.3,4.2,12.7,18.1,18.5,28.7,25.2,19.8,2.85,-87.78426365575737,41.98907755
1218,7/27/2016,"5959 N Mulligan Ave, Chicago, IL",1,2.83,3.35,3.02,3.06,2.92,3.02,2.85,2.81,2.88,2.75,2.59,-87.78629634137992,41.989129257899755
1219,3/9/2022,"5963 N Newburg Ave, Chicago, IL",2,6.65,6.44,6.54,6.42,6.77,7.71,11.6,17.4,1.4,16.9,20.0,-87.78942921101066,41.9894973
1220,10/20/2021,"5929 N Newburg Ave, Chicago, IL",2,5.37,12.8,7.8,7.12,7.21,6.49,5.75,5.79,7.59,9.7,12.3,-87.7889839959128,41.989636787184246
1221,3/23/2022,"5956 N Richmond St, Chicago, IL",3,2.4,1.8,1.3,1.3,1.2,1.0,0.91,0.83,0.75,0.71,0.69,-87.70292287755102,41.99021283673469
1222,2/15/2022,"5982 N Richmond St, Chicago, IL",5,3.0,5.8,13.0,11.0,14.0,8.1,6.9,6.4,5.7,6.4,6.3,-87.70292535714286,41.99028364285714
1223,9/3/2016,"5981 S Ada St, Chicago, IL",1,4.06,4.49,5.89,8.43,7.8,7.51,11.5,15.2,15.3,14.5,9.68,-87.6582115625,41.7865690625
1224,6/15/2021,"5928 S Kilbourn Ave, Chicago, IL",1,1.23,1.58,1.45,3.67,6.36,7.72,8.03,9.45,12.2,25.4,15.7,-87.73525654811627,41.78433344228869
1225,9/18/2021,"5981 S Komensky Ave, Chicago, IL",4,5.12,6.19,6.61,7.08,8.46,8.79,8.78,9.59,9.97,11.0,9.08,-87.72405152162656,41.78502228717279
1226,11/29/2021,"5935 S Kostner Ave, Chicago, IL",1,14.4,19.0,32.1,33.6,39.1,51.3,59.1,60.1,57.2,58.8,51.8,-87.73259096969184,41.7843435279623
1228,9/2/2021,"5930 S May St, Chicago, IL",2,5.49,3.5,3.67,4.1,4.09,9.81,11.9,11.5,12.5,10.3,10.9,-87.65354200175,41.785270631428354
1229,10/21/2021,"5968 W Byron St, Chicago, IL",4,4.66,8.55,8.52,8.19,12.5,25.8,39.5,46.6,46.7,39.6,38.0,-87.77589377330952,41.951137402003965
1230,11/7/2018,"5984 W Byron St, Chicago, IL",1,3.66,3.81,5.87,5.89,6.91,6.35,6.14,6.64,10.3,11.4,1.77,-87.7763245892661,41.95113165939178
1231,3/3/2020,"5945 W Eddy St, Chicago, IL",5,4.5,5.6,5.7,5.9,6.4,6.1,6.0,5.2,6.3,12.0,10.0,-87.77578445806863,41.94494511294301
1232,6/11/2019,"5976 W Midway Park, Chicago, IL",2,2.3,2.43,1.38,3.11,1.55,1.99,1.64,2.41,1.62,1.12,0.5,-87.77387285426686,41.88883463416752
1233,9/28/2021,"5988 W Patterson Ave, Chicago, IL",5,5.18,20.5,19.2,24.4,29.9,25.2,24.2,23.1,16.9,13.5,4.29,-87.77542714647474,41.9469074
1234,2/17/2022,"5933 W Peterson Ave, Chicago, IL",3,4.93,4.93,6.07,7.22,8.82,8.86,9.46,17.7,19.8,20.8,11.3,-87.77745477777778,41.9902787037037
1235,10/4/2019,"5958 W Warwick Ave, Chicago, IL",4,20.0,6.2,5.0,4.4,4.8,8.6,15.0,18.0,19.0,16.0,3.3,-87.77588499093127,41.948591078039854
1236,9/9/2017,"593 E 46Th St, Chicago, IL",3,3.84,4.19,5.59,7.95,9.22,9.02,8.13,8.46,10.9,14.8,12.4,-87.61175691040866,41.81119172581578
1237,11/12/2020,"512 E 88Th St, Chicago, IL",2,9.26,10.6,11.1,13.6,14.1,16.5,17.8,15.7,14.8,16.0,16.7,-87.61013635122222,41.734826646924375
1239,1/11/2017,"522 E 91St St, Chicago, IL",2,5.6,4.6,5.2,5.7,10.0,12.0,11.0,10.0,10.0,11.0,3.5,-87.61063636740313,41.72917551377988
1240,2/18/2022,"579 N Albany Ave, Chicago, IL",5,5.22,4.56,6.85,8.83,10.3,9.75,9.7,8.56,7.34,6.46,5.85,-87.70408092924893,41.89160149064376
1241,2/18/2022,"577 N Long Ave, Chicago, IL",2,4.02,5.32,6.63,6.34,6.07,6.38,6.84,17.4,23.2,22.8,19.3,-87.76060249232498,41.89087545252442
1242,8/19/2017,"510 N St Louis Ave, Chicago, IL",1,5.3,6.1,6.3,6.5,6.3,6.3,6.2,6.2,6.0,6.0,5.9,-87.71385495932867,41.891091097601816
1243,4/10/2018,"554 N St Louis Ave, Chicago, IL",1,9.85,14.0,13.4,12.2,13.2,35.3,41.3,35.3,34.1,30.8,18.6,-87.713652,41.891699
1244,10/15/2016,"558 S Clinton St, Chicago, IL",2,6.7,8.58,13.7,18.2,16.0,13.4,15.4,20.6,22.6,21.1,4.15,-87.6408596307466,41.87490561284806
1245,2/14/2022,"545 W 107Th St, Chicago, IL",2,3.29,7.39,9.0,5.95,8.52,12.0,10.9,7.25,4.97,8.2,5.65,-87.63739023643927,41.699783445833546
1246,2/8/2022,"552 W 120Th St, Chicago, IL",2,7.51,17.7,33.4,26.8,21.2,19.6,19.3,18.1,14.7,13.6,7.2,-87.63609502295792,41.676138805888186
1247,5/19/2017,"566 W 128Th St, Chicago, IL",4,4.83,5.06,5.09,4.85,5.0,5.25,5.47,10.1,14.0,18.5,28.8,-87.63402313631089,41.66139810752492
1248,12/10/2021,"576 W 38Th St, Chicago, IL",2,3.9,4.2,4.5,5.0,8.4,9.5,13.0,14.0,12.0,11.0,14.0,-87.639455,41.82528378571429
1249,9/23/2019,"578 W 97Th St, Chicago, IL",1,13.0,9.07,8.16,7.99,9.87,35.4,43.2,33.2,38.2,36.5,7.68,-87.63772370596718,41.717980697859915
1250,9/17/2018,"581 W Aldine Ave, Chicago, IL",2,10.0,10.1,10.0,10.4,12.4,26.1,37.8,36.4,38.0,37.9,30.4,-87.64325144,41.94216250666667
1253,10/2/2018,"585 W Dickens Ave, Chicago, IL",1,9.98,7.95,6.96,6.73,7.61,10.2,12.1,11.4,11.2,12.0,3.35,-87.64333749833393,41.920160066700845
1254,10/18/2019,"6096 N Drake Ave, Chicago, IL",1,8.72,9.87,10.9,11.9,10.4,8.82,7.91,6.13,6.9,8.53,5.07,-87.71738720885338,41.991815849999995
1255,9/14/2019,"6014 N Kedzie Ave, Chicago, IL",2,9.53,12.3,5.87,6.34,6.33,5.72,5.04,4.46,3.41,2.78,2.24,-87.70909412835137,41.99278313242493
1257,7/22/2021,"6034 N Landers Ave, Chicago, IL",2,4.48,8.81,11.5,18.0,18.4,15.0,16.0,15.1,14.1,11.4,8.15,-87.7525515678631,41.99152803127801
1258,3/10/2020,"6057 N Marmora Ave, Chicago, IL",2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.77572669044989,41.990816699999996
1260,9/28/2021,"6098 N Mason Ave, Chicago, IL",4,5.5,9.8,14.0,14.0,16.0,15.0,15.0,13.0,12.0,9.4,8.8,-87.77654042604689,41.991433866178866
1261,8/30/2019,"6017 N Mason Ave, Chicago, IL",1,0.5,0.5,0.5,0.5,0.5,1.44,1.61,1.62,1.79,1.84,2.59,-87.77677021996708,41.99092613878283
1262,1/31/2020,"6070 N Menard Ave, Chicago, IL",1,7.93,11.6,12.2,12.0,12.8,12.4,10.1,5.8,5.27,5.06,4.2,-87.77277699156339,41.990662
1264,7/29/2021,"6079 N Rockwell St, Chicago, IL",5,1.85,2.18,2.18,2.03,2.45,2.47,2.82,2.61,2.52,2.45,2.4,-87.69469006493976,41.991991358900684
1265,9/4/2019,"6033 N Sacramento Ave, Chicago, IL",1,3.8,3.6,3.8,5.5,6.5,7.3,7.1,6.5,6.0,5.4,1.7,-87.70397807575,41.990899049999996
1266,3/10/2020,"6017 N Saint Louis Ave, Chicago, IL",3,1.7,1.6,1.6,1.6,1.3,1.3,1.8,1.6,1.8,2.1,2.2,-87.71656325342852,41.99131394231833
1267,3/14/2022,"6069 N St Louis Ave, Chicago, IL",2,1.27,1.2,1.06,1.41,7.69,17.9,13.4,4.48,1.29,0.5,0.5,-87.71616138091554,41.9908359
1268,3/6/2020,"6010 S Austin Ave, Chicago, IL",2,7.18,7.89,6.98,8.98,18.5,31.9,20.5,17.2,15.2,14.6,13.8,-87.77178407160791,41.78252902000735
1269,5/20/2021,"6033 S Bishop St, Chicago, IL",5,15.6,12.3,11.7,12.6,11.2,10.4,10.0,9.7,7.61,6.22,2.17,-87.6605779903749,41.78410506494975
1270,6/8/2021,"6015 S Kenneth Ave, Chicago, IL",2,5.78,5.28,5.42,7.53,7.61,7.29,7.72,8.63,12.4,25.7,5.77,-87.73398526590717,41.78281327782899
1272,12/10/2019,"6056 S Mobile Ave, Chicago, IL",3,3.99,4.66,4.98,4.75,4.22,4.43,4.34,4.5,4.27,3.86,20.8,-87.7788866018156,41.78245608084138
1273,10/23/2018,"6083 S Monitor Ave, Chicago, IL",5,3.12,7.15,6.67,10.2,14.5,14.9,15.1,17.3,16.1,15.8,4.85,-87.76811536355174,41.782502815963575
1275,11/24/2021,"6016 S Normandy Ave, Chicago, IL",3,4.51,3.39,3.15,4.59,7.62,10.1,8.42,5.96,5.01,4.38,2.62,-87.78862380903028,41.78148730948105
1276,10/12/2021,"6093 W Berenice Ave, Chicago, IL",2,0.21,0.2,0.99,4.68,3.88,1.42,0.72,0.38,0.34,0.29,0.32,-87.77865371069191,41.95036773113694
1279,9/27/2018,"6183 N Campbell Ave, Chicago, IL",2,7.0,8.81,8.62,10.7,11.0,11.1,11.1,11.9,12.4,12.0,9.43,-87.69208150975177,41.993463312056846
1280,6/18/2021,"6137 N Drake Ave, Chicago, IL",2,3.84,5.21,5.65,5.59,5.55,6.93,8.29,7.39,5.84,5.91,1.23,-87.71783286971085,41.993048400792645
1281,1/6/2018,"6175 N Karlov Ave, Chicago, IL",5,4.55,8.05,9.99,8.98,7.52,7.01,6.96,7.09,6.85,6.84,6.93,-87.73141858384109,41.99338015037766
1285,9/3/2019,"6147 N Maplewood Ave, Chicago, IL",2,9.46,9.04,9.05,8.69,8.08,7.08,6.14,5.49,5.44,5.26,3.05,-87.69369505370145,41.993105650000004
1286,7/8/2016,"6184 N Mcclellan Ave, Chicago, IL",2,3.84,5.21,5.65,5.59,5.55,6.93,8.29,7.39,5.84,5.91,1.23,-87.77096081489474,41.995469914240296
1289,8/19/2016,"6194 N Ottawa Ave, Chicago, IL",2,1.54,1.93,1.7,1.89,0.94,1.99,3.82,7.49,8.03,7.01,8.11,-87.8194930749863,41.991010193278264
1290,3/21/2022,"6117 S Drake Ave, Chicago, IL",5,11.2,22.0,23.4,22.9,20.0,19.3,15.6,13.3,13.0,12.4,11.4,-87.7134666,41.8407413
1291,8/30/2016,"6131 S Ellis Ave, Chicago, IL",5,1.46,2.12,2.36,3.57,4.54,3.55,3.09,2.73,2.65,2.58,2.71,-87.6014596003414,41.7833953
1292,3/9/2017,"6126 S Ellis Ave, Chicago, IL",5,3.63,2.71,3.0,3.68,2.81,1.92,3.24,4.85,5.17,5.68,0.5,-87.60101101343562,41.78291886635955
1293,12/11/2019,"6191 S Kilbourn Ave, Chicago, IL",2,8.54,6.1,4.1,4.39,5.32,5.74,5.89,5.95,5.81,5.44,5.49,-87.73492738035844,41.78085021551961
1295,8/13/2018,"6163 S Meade Ave, Chicago, IL",5,3.39,4.79,5.79,5.42,6.6,3.01,2.78,1.16,2.76,2.45,5.17,-87.77390381521155,41.77990747568827
1296,12/27/2019,"6153 S Moody Ave, Chicago, IL",2,2.89,5.86,6.89,9.11,9.84,9.68,8.95,8.77,8.46,8.28,6.27,-87.77538793706928,41.781012707459
1298,2/25/2020,"6187 S Paulina St, Chicago, IL",2,5.12,5.76,6.26,5.99,5.72,5.39,4.71,6.91,15.1,16.3,16.6,-87.66681867703008,41.78223008329082
1299,1/12/2017,"6190 S Rhodes Ave, Chicago, IL",2,1.36,1.89,1.03,1.07,1.12,0.5,1.1,6.39,12.2,12.8,8.24,-87.61219659589008,41.78295760123632
1300,11/19/2016,"6182 W Dakin St, Chicago, IL",5,10.3,13.5,7.35,8.6,10.5,11.4,11.4,10.2,9.44,9.22,9.35,-87.78034688553262,41.95184935
1301,1/9/2019,"6179 W Dakin St, Chicago, IL",2,7.2,4.73,8.18,10.9,11.7,12.5,12.0,12.6,12.8,12.6,4.17,-87.7803584632019,41.95224845
1302,11/19/2016,"6113 W Dakin St, Chicago, IL",5,83.4,14.5,4.25,3.6,3.06,3.09,2.92,2.61,2.39,2.36,1.36,-87.77999077019295,41.95197913633956
1303,12/20/2021,"6151 W Giddings St, Chicago, IL",2,3.69,6.85,7.18,7.54,6.85,6.76,6.95,7.01,6.94,6.94,6.97,-87.78139854538603,41.96652663299329
1304,12/7/2019,"6168 W Lawrence Ave, Chicago, IL",3,2.8,3.3,3.5,3.5,3.5,3.5,3.7,3.7,4.0,4.5,2.6,-87.78148669434637,41.967636988430186
1305,9/11/2019,"6152 W Leland Ave, Chicago, IL",2,3.71,4.36,4.54,5.15,6.06,6.32,6.26,6.06,5.7,7.24,16.6,-87.78064649999999,41.965947799999995
1306,1/23/2020,"6128 W Peterson Ave, Chicago, IL",3,2.39,2.51,2.3,2.59,6.38,2.49,2.36,2.16,1.0,1.93,2.02,-87.78061395672259,41.99026869390229
1307,1/23/2020,"6141 W Waveland Ave, Chicago, IL",2,2.67,3.59,5.75,4.25,4.56,5.94,7.57,9.8,11.1,11.8,8.71,-87.78077254445827,41.947332599999996
1309,8/17/2018,"6251 N Kedvale Ave, Chicago, IL",1,13.7,13.7,15.2,15.4,14.3,12.9,14.9,14.5,17.8,19.3,22.7,-87.73242467491691,41.99464397976896
1310,4/13/2022,"6259 N Lakewood Ave, Chicago, IL",2,4.13,4.56,5.33,5.1,5.08,4.68,4.38,4.47,4.13,3.68,4.0,-87.66325333709,41.9960989
1311,3/3/2020,"6221 N Lakewood Ave, Chicago, IL",2,1.55,2.26,2.49,2.75,2.83,2.87,2.92,2.74,2.56,2.22,0.849,-87.66325060091486,41.996009
1314,7/26/2021,"6282 N Leona Ave, Chicago, IL",1,7.51,6.76,9.94,11.4,11.3,11.4,10.6,11.5,23.4,31.1,35.6,-87.75473873708144,41.9957956773027
1315,1/15/2020,"6281 N Leroy Ave, Chicago, IL",2,3.26,3.49,3.44,3.8,3.82,4.84,4.79,4.29,3.75,3.03,1.08,-87.75725235836879,41.994807797098396
1316,1/27/2020,"6293 N Louise Ave, Chicago, IL",5,7.51,6.76,9.94,11.3,11.3,11.4,10.6,11.5,23.4,31.1,35.6,-87.76637200243881,41.99494373448826
