,Date.Sampled,Address,HCluster,longitude,latitude
1488,12/1/2021,"7340 S Indiana Ave, Chicago, IL",5,-87.62008234595068,41.76052247026045
1489,6/15/2021,"7325 S Marshfield Ave, Chicago, IL",1,-87.66502164842387,41.76026884534346
1490,3/8/2022,"7352 W Ibsen St, Chicago, IL",1,-87.8105585897963,42.00627246259172
1492,7/12/2021,"7471 N Claremont Ave, Chicago, IL",1,-87.68874380811567,42.01711651716379
1495,12/14/2021,"7426 N Oketo Ave, Chicago, IL",5,-87.81177956361651,42.0165645
1496,3/1/2022,"7474 N Oriole Ave, Chicago, IL",5,-87.81623374944124,42.01628505567344
1497,10/18/2019,"7468 N Ottawa Ave, Chicago, IL",2,-87.81767414564881,42.01651856122578
1498,8/26/2019,"7466 N Paulina St, Chicago, IL",5,-87.67241525675675,42.01717806756757
1499,10/2/2019,"7470 N Rockwell St, Chicago, IL",2,-87.69522013107009,42.016356650000006
1500,9/28/2016,"7474 S Claremont Ave, Chicago, IL",1,-87.681852,41.757941
1501,1/30/2020,"7436 S Maplewood Ave, Chicago, IL",2,-87.68648852598878,41.7587943
1502,12/9/2019,"7497 S Merrill Ave, Chicago, IL",5,-87.5725650909091,41.75909245454545
1503,3/4/2022,"7437 W Palatine Ave, Chicago, IL",1,-87.81238075062015,41.9952058
1505,1/28/2022,"7534 N Oketo Ave, Chicago, IL",4,-87.811333,42.018277
1507,9/10/2018,"7539 N Washtenaw Ave, Chicago, IL",1,-87.69713032632049,42.01877752596299
1509,10/26/2020,"7577 S Cregier Ave, Chicago, IL",3,-87.58072727429149,41.75747785
1510,12/6/2021,"7523 S Paulina St, Chicago, IL",2,-87.66613062492365,41.75637406437741
1511,3/11/2020,"7552 S Saint Louis Ave, Chicago, IL",4,-87.70978311111111,41.75554322222222
1512,10/18/2021,"7580 S Winchester Ave, Chicago, IL",3,-87.67197460529314,41.75607670102538
1513,2/10/2022,"7594 W Howard St, Chicago, IL",3,-87.81539733362501,42.018685766433165
1514,5/19/2021,"7667 S ColfaX Ave, Chicago, IL",3,-87.56112080949032,41.7558774
1516,10/15/2019,"7619 S Hermitage Ave, Chicago, IL",3,-87.66729290078207,41.754425130501005
1517,1/30/2020,"7696 S Honore St, Chicago, IL",2,-87.66972263532708,41.754523525905896
1518,10/1/2019,"7652 S Hoyne Ave, Chicago, IL",2,-87.67579576676653,41.75457544284755
1519,11/19/2019,"7674 S Maplewood, Chicago, IL",3,-87.6953339,41.9283654
1521,5/18/2021,"7647 S Maryland Ave, Chicago, IL",2,-87.6039658256804,41.755818865419165
1522,6/21/2016,"7668 S Merrill Ave, Chicago, IL",1,-87.572723073454,41.7565579
1524,2/3/2020,"7793 S Bishop St, Chicago, IL",5,-87.66038247354005,41.75330569770326
1525,9/21/2021,"7768 S Homan Ave, Chicago, IL",2,-87.7074698313789,41.75261046201413
1526,3/28/2022,"7788 S Hoyne Ave, Chicago, IL",4,-87.67574075157414,41.75252343224638
1527,1/25/2022,"7728 S Throop St, Chicago, IL",2,-87.65567537436732,41.75274665
1528,10/8/2021,"7721 S Tripp Ave, Chicago, IL",2,-87.72753766326596,41.7519040561116
1529,10/1/2019,"7757 W Berwyn Ave, Chicago, IL",2,-87.82119657289263,41.97607478312152
1530,1/20/2018,"7790 W Farragut Ave, Chicago, IL",1,-87.82006758044605,41.97519685314616
1531,12/17/2019,"7789 W Hood Ave, Chicago, IL",2,-87.82106670588236,41.99110011764706
1532,12/3/2021,"7748 W Victoria St, Chicago, IL",2,-87.82134160077592,41.98525208599413
1533,5/25/2021,"7889 S Bishop St, Chicago, IL",2,-87.66034227681361,41.75158566360774
1534,9/26/2019,"7829 S Carpenter St, Chicago, IL",2,-87.649996,41.750676
1535,3/29/2017,"7888 S Eggleston Ave, Chicago, IL",2,-87.63544471428571,41.75208542857143
1536,3/26/2016,"7857 S Jeffery Blvd, Chicago, IL",2,-87.57609751851852,41.75181614814815
1538,2/23/2022,"7836 S Yates Blvd, Chicago, IL",2,-87.56637182872323,41.75325414892923
1539,2/15/2022,"7873 W Summerdale Ave, Chicago, IL",2,-87.8231351557892,41.97693261933015
1540,10/2/2020,"7915 S Albany Ave, Chicago, IL",2,-87.69966214464432,41.7492352
1541,6/4/2018,"7917 S Campbell Ave, Chicago, IL",5,-87.68514175402811,41.74850364254348
1542,9/7/2021,"7941 S Campbell Ave, Chicago, IL",3,-87.68536219965127,41.74852258326074
1544,12/13/2021,"7915 S Constance Ave, Chicago, IL",1,-87.57992504873306,41.75079444968175
1545,2/6/2020,"7977 S Evans Ave, Chicago, IL",2,-87.60630566710539,41.750059538619894
1546,11/12/2016,"7981 S Kenwood Ave, Chicago, IL",1,-87.59170074564845,41.7503059495762
1547,4/13/2017,"7911 S Kenwood Ave, Chicago, IL",4,-87.59191066927427,41.74985265901958
1548,12/24/2019,"7966 S Kimbark Ave, Chicago, IL",1,-87.59291529269724,41.750262134749214
1550,1/30/2020,"7937 S Maplewood Ave, Chicago, IL",1,-87.68658022937632,41.748362533202176
1551,3/31/2022,"7970 S Richmond St, Chicago, IL",3,-87.69595586174418,41.74830565
1552,12/16/2019,"7925 S Woodlawn Ave, Chicago, IL",4,-87.59556873785942,41.75009601090826
1554,12/2/2021,"796 N Latrobe Ave, Chicago, IL",3,-87.75690707987754,41.89417577376628
1555,6/4/2021,"717 W 116Th St, Chicago, IL",1,-87.64099199984715,41.68392910791532
1556,6/24/2021,"767 W 129Th Pl, Chicago, IL",3,-87.64043541567568,41.658560793374114
1557,11/4/2016,"763 W 74Th St, Chicago, IL",2,-87.64281869274795,41.75968370398106
1558,1/24/2020,"744 W Gordon Ter, Chicago, IL",2,-87.64888271034988,41.95794098171103
1561,12/9/2021,"724 W Wrightwood Ave, Chicago, IL",3,-87.64863573573095,41.929166027620795
1562,9/21/2021,"8050 S Albany Ave, Chicago, IL",5,-87.69997598474163,41.74670044306935
1563,12/7/2021,"8071 S Bennett Ave, Chicago, IL",5,-87.57805703837985,41.748081850000005
1564,4/30/2016,"8085 S Constance Ave, Chicago, IL",5,-87.58026777342562,41.748699200000004
1565,11/9/2016,"8043 S Justine St, Chicago, IL",2,-87.66227760295426,41.74816952939623
1566,10/1/2019,"8054 S Kilpatrick Ave, Chicago, IL",2,-87.73861378326171,41.74595510219973
1567,9/29/2021,"8043 S Kilpatrick Ave, Chicago, IL",1,-87.73868309068997,41.746105549999996
1568,3/15/2022,"8082 S Loomis Blvd, Chicago, IL",5,-87.6583966900281,41.74732860381635
1569,9/6/2019,"8033 S Merrill Ave, Chicago, IL",1,-87.57238525899771,41.74878104855887
1570,6/22/2021,"8067 S Perry Ave, Chicago, IL",2,-87.62724284089069,41.7482682
1571,6/16/2021,"8099 S Prairie Ave, Chicago, IL",4,-87.61795120318237,41.74766566115889
1573,5/15/2018,"8147 S Anthony Ave, Chicago, IL",1,-87.58270737451984,41.74695381137333
1574,2/8/2022,"8148 S Artesian Ave, Chicago, IL",1,-87.68428782556435,41.745061050000004
1575,6/10/2021,"8178 S Calumet Ave, Chicago, IL",2,-87.6165376087382,41.74705371284245
1576,7/21/2021,"8181 S Cornell Ave, Chicago, IL",4,-87.5842886371445,41.74658323660469
1577,3/4/2016,"8120 S Euclid Ave, Chicago, IL",2,-87.57737187510942,41.7469367
1580,9/13/2019,"8163 S Houston Ave, Chicago, IL",3,-87.55027514293272,41.747225164149725
1581,7/26/2021,"8149 S Jeffery Blvd, Chicago, IL",3,-87.57614578006218,41.74743515
1582,5/25/2021,"8134 S Justine St, Chicago, IL",4,-87.66220133683645,41.74510016814964
1583,5/28/2021,"8111 S Manistee Ave, Chicago, IL",3,-87.55756307474077,41.74758300610508
1584,1/21/2020,"8198 S Marquette Ave, Chicago, IL",3,-87.55877412983651,41.74753025257104
1585,7/28/2021,"8132 S PaXton Ave, Chicago, IL",2,-87.571131067358,41.7464010414798
1588,4/1/2022,"8176 W Balmoral Ave, Chicago, IL",5,-87.83122623938735,41.97794927377882
1589,12/10/2021,"8132 W Balmoral Ave, Chicago, IL",1,-87.83144107389764,41.97811433746312
1590,2/10/2020,"8287 S Anthony Ave, Chicago, IL",2,-87.58063256630865,41.74554308268764
1591,2/4/2020,"8238 S Buffalo Ave, Chicago, IL",1,-87.54403515491917,41.745631450000005
1592,9/12/2019,"8294 S Loomis Blvd, Chicago, IL",1,-87.65868775033019,41.74383305
1593,5/20/2021,"8212 S Peoria St, Chicago, IL",2,-87.64597957670877,41.743672000000004
1594,9/9/2019,"8231 S Troy St, Chicago, IL",2,-87.70087854963597,41.743061453818584
1595,1/22/2020,"8339 S Calumet Ave, Chicago, IL",3,-87.6164379251153,41.74330576670878
1597,11/3/2020,"8381 S Hoyne Ave, Chicago, IL",2,-87.6752484289921,41.74151215968416
1598,9/21/2021,"8314 S Komensky Ave, Chicago, IL",5,-87.72314789578346,41.7405682
1599,3/25/2022,"8351 S Marshfield Ave, Chicago, IL",2,-87.66411806911054,41.741827799999996
1600,8/19/2021,"8367 S Oglesby Ave, Chicago, IL",2,-87.56743456211471,41.743403413226545
1601,8/3/2018,"8337 S Perry Ave, Chicago, IL",2,-87.626923814142,41.74266433823669
1603,2/26/2020,"8383 S Sangamon St, Chicago, IL",3,-87.64722405,41.742618699999994
1605,1/2/2020,"8359 S Winchester Ave, Chicago, IL",2,-87.67182564507988,41.74160768296405
1607,6/7/2021,"8441 S ColfaX Ave, Chicago, IL",3,-87.56093910581598,41.7418419
1610,1/24/2022,"8417 S DreXel Ave, Chicago, IL",2,-87.6026129362477,41.7404763674205
1611,8/23/2016,"8419 S Hermitage Ave, Chicago, IL",2,-87.66670680505453,41.73986124109071
1612,6/28/2021,"8449 S Kenwood Ave, Chicago, IL",3,-87.59154155446163,41.74193359960655
1613,5/27/2021,"8449 S Manistee Ave, Chicago, IL",2,-87.55768726522172,41.741960578026855
1614,6/9/2021,"8491 S May St, Chicago, IL",2,-87.65252274534885,41.74005205
1615,12/23/2019,"8471 S Rhodes Ave, Chicago, IL",1,-87.61175874814265,41.74078365
1616,6/5/2017,"8469 S Rockwell St, Chicago, IL",3,-87.68825323603673,41.73982782345079
1618,8/30/2016,"8575 S Dante Ave, Chicago, IL",2,-87.58921560713335,41.738874285334056
1619,12/30/2019,"8537 S Marshfield Ave, Chicago, IL",5,-87.66406276110013,41.7389
1620,8/17/2018,"8540 S Muskegon Ave, Chicago, IL",4,-87.55500160512256,41.739372307353165
1622,6/2/2021,"8579 S Vernon Ave, Chicago, IL",3,-87.61287469393137,41.73938371486848
1623,3/7/2020,"8571 S Wallace St, Chicago, IL",2,-87.63870941702754,41.73850927936932
1624,10/8/2019,"8585 W Agatite Ave, Chicago, IL",3,-87.84089781700455,41.96066083910779
1625,4/1/2022,"8667 S Jeffery Blvd, Chicago, IL",2,-87.57550147524312,41.73830265
1626,9/6/2019,"8652 S Kingston Ave, Chicago, IL",3,-87.5621220192321,41.7384888
1627,6/3/2021,"8631 S Saginaw Ave, Chicago, IL",2,-87.56005537803046,41.73800536156296
1628,7/1/2021,"8699 S University Ave, Chicago, IL",4,-87.5943180495519,41.737649623070254
1630,1/28/2020,"8724 S Dorchester Ave, Chicago, IL",3,-87.59082306808824,41.73622305000001
1631,6/30/2021,"8788 S Kenwood Ave, Chicago, IL",1,-87.5920345455,41.73601545
1632,3/11/2020,"8772 S Wood St, Chicago, IL",3,-87.66777413573195,41.73418542999194
1633,1/24/2022,"8755 S Wood St, Chicago, IL",1,-87.66759937032919,41.73455085
1634,6/18/2021,"8876 S Bishop St, Chicago, IL",2,-87.6596234148295,41.7328866
1635,8/5/2021,"8851 S Cornell Ave, Chicago, IL",5,-87.58407610900353,41.734101652031676
1636,9/27/2019,"8866 S Cregier Ave, Chicago, IL",3,-87.58063087704632,41.73476405793534
1638,11/30/2019,"8833 S Dauphin Ave, Chicago, IL",1,-87.60201457326698,41.73422285
1639,11/12/2016,"8849 S Eggleston Ave, Chicago, IL",2,-87.63493139820339,41.73380801733773
1640,6/22/2021,"8888 S Elizabeth St, Chicago, IL",1,-87.6541596196848,41.7326115
1641,3/12/2020,"8896 S Hermitage Ave, Chicago, IL",5,-87.66651180745237,41.732743205623514
1642,9/14/2021,"8897 S Kenwood Ave, Chicago, IL",2,-87.59182671336444,41.733600382759285
1643,8/16/2021,"8897 S Laflin St, Chicago, IL",1,-87.66044632457232,41.73319930037301
1644,7/29/2021,"8893 S Merrill Ave, Chicago, IL",1,-87.5718926238208,41.73406776945885
1645,9/12/2019,"8896 S Merrill Ave, Chicago, IL",5,-87.57234306712121,41.734724400000005
1647,8/17/2021,"8824 S PaXton Ave, Chicago, IL",2,-87.57110389181244,41.73368445
1648,4/17/2017,"8815 S PaXton Ave, Chicago, IL",3,-87.57049811915502,41.7346031
1649,1/22/2020,"8892 S Pleasant Ave, Chicago, IL",5,-87.674756,41.732231
1652,7/12/2021,"8889 S Wood St, Chicago, IL",1,-87.66807688879886,41.7322497
1658,9/3/2019,"8982 S Crandon Ave, Chicago, IL",3,-87.56822169116482,41.733166907735914
1659,6/2/2021,"8941 S Dorchester Ave, Chicago, IL",3,-87.59034081342747,41.731599146521155
1662,12/10/2019,"8993 S Jeffery Blvd, Chicago, IL",5,-87.57573163516759,41.733027204018626
1663,6/7/2021,"8942 S Mackinaw Ave, Chicago, IL",4,-87.54285832123514,41.733162446507386
1664,10/14/2016,"8988 S Oakley Ave, Chicago, IL",1,-87.68002278859035,41.73045891590167
1665,2/17/2022,"8958 S Paulina St, Chicago, IL",2,-87.665056465172,41.7307372
1666,12/17/2021,"811 E 48Th St, Chicago, IL",1,-87.60472297284485,41.807654527770936
1667,5/20/2021,"822 E 89Th St, Chicago, IL",2,-87.60354733333334,41.733096777777774
1668,6/30/2017,"874 N Campbell Ave, Chicago, IL",1,-87.68945176884316,41.89717394235984
1669,12/3/2019,"853 N Lockwood Ave, Chicago, IL",3,-87.75820060495604,41.896425714902705
1670,10/15/2021,"819 S Ada St, Chicago, IL",3,-87.66003796087047,41.87082213299173
1671,12/7/2018,"894 W 19Th St, Chicago, IL",2,-87.64806805405405,41.85679932432433
1673,5/29/2018,"845 W Lill Ave, Chicago, IL",2,-87.65058935219498,41.9283329
1674,7/10/2017,"844 W Lill Ave, Chicago, IL",1,-87.64968145353134,41.928365150000005
1675,7/31/2018,"843 W Lill Ave, Chicago, IL",2,-87.65031273621216,41.92807080080864
1676,11/2/2016,"879 W Lill Ave, Chicago, IL",5,-87.65093575588126,41.9282233990608
1677,3/7/2017,"873 W Lill Ave, Chicago, IL",2,-87.65132207655665,41.92796105
1678,9/15/2017,"871 W Lill Ave, Chicago, IL",1,-87.65086952307288,41.92835585
1679,1/2/2019,"846 W Lill Ave, Chicago, IL",5,-87.64966646456577,41.92824682852671
1680,11/18/2021,"899 W Willow St, Chicago, IL",2,-87.64872899369584,41.91373878474932
1681,8/18/2021,"9017 S Carpenter St, Chicago, IL",2,-87.64961953266544,41.729327300097886
1682,9/16/2019,"9075 S Chappel Ave, Chicago, IL",3,-87.57443800201604,41.729996497173126
1684,8/12/2021,"9018 S Cregier Ave, Chicago, IL",4,-87.58054819873674,41.731200149259244
1686,11/12/2016,"9053 S EsseX Ave, Chicago, IL",1,-87.56349459090909,41.73009690909091
1688,11/30/2021,"9013 S Kingston Ave, Chicago, IL",3,-87.56232299509612,41.73103951263489
1689,8/16/2021,"9091 S PaXton Ave, Chicago, IL",1,-87.57038567292716,41.7304723
1690,1/6/2017,"9166 S Bell Ave, Chicago, IL",3,-87.67850140262604,41.72728990263352
1691,7/27/2021,"9135 S Burnside Ave, Chicago, IL",2,-87.61710662801859,41.72785215
1692,5/17/2021,"9195 S Cottage Grove Ave, Chicago, IL",4,-87.60474602714275,41.72892059944626
1694,2/3/2020,"9152 S Green St, Chicago, IL",2,-87.644467,41.726966
1695,2/11/2020,"9126 S Green St, Chicago, IL",4,-87.64447538021027,41.72726187631959
1697,6/14/2021,"9196 S Luella Ave, Chicago, IL",3,-87.56931527499357,41.728562371658846
1698,7/20/2021,"9144 S Normal Ave, Chicago, IL",1,-87.63637469589716,41.72825345
1699,2/1/2020,"9138 S Prairie Ave, Chicago, IL",1,-87.61802981985451,41.72749760483522
1700,3/25/2016,"9210 S Dauphin Ave, Chicago, IL",2,-87.6032381523163,41.726701195053764
1701,7/23/2021,"9238 S Euclid Ave, Chicago, IL",2,-87.5765782184782,41.72708163794726
1702,10/9/2019,"9246 S Forest Ave, Chicago, IL",5,-87.61677340687562,41.72572267617078
1703,10/7/2016,"9212 S Hamilton Ave, Chicago, IL",3,-87.67601748434728,41.72506251321509
1704,8/7/2018,"9255 S Hoyne Ave, Chicago, IL",5,-87.67465557216086,41.72610870823709
1705,2/26/2020,"9222 S Justine St, Chicago, IL",2,-87.6616724093343,41.72557605087782
1706,7/19/2021,"9235 S Luella Ave, Chicago, IL",4,-87.56948966172199,41.72693318993747
1708,8/19/2021,"9285 S Prairie Ave, Chicago, IL",3,-87.61778307473232,41.72651272772942
1709,3/16/2016,"9325 S Bennett Ave, Chicago, IL",2,-87.57775553589576,41.72544078263812
1714,9/29/2016,"9399 S Oakley Ave, Chicago, IL",5,-87.67961150797285,41.72408642393643
1715,9/12/2019,"9351 S Parnell Ave, Chicago, IL",1,-87.63693774952554,41.7244594
1716,2/24/2020,"9390 S Peoria St, Chicago, IL",4,-87.64581032110634,41.72350333296526
1717,12/13/2016,"9331 S Phillips Ave, Chicago, IL",2,-87.56454241158782,41.724789439766816
1718,11/18/2021,"9381 S St Lawrence Ave, Chicago, IL",2,-87.60925577540631,41.72426688109036
1720,8/5/2021,"9456 S Calumet Ave, Chicago, IL",4,-87.61546741075573,41.72204157030441
1723,7/22/2021,"9477 S Lowe Ave, Chicago, IL",2,-87.63970050199839,41.72217942719142
1724,3/29/2021,"9445 S Union Ave, Chicago, IL",2,-87.64070046310589,41.72230119029982
1725,7/22/2021,"9429 S Union Ave, Chicago, IL",5,-87.64107037560728,41.72210715
1726,11/26/2016,"9489 S Winchester Ave, Chicago, IL",4,-87.67130958320573,41.72210295418613
1727,11/15/2018,"9422 S Winchester Ave, Chicago, IL",5,-87.67107660342505,41.721685111313846
1728,9/29/2020,"957 W Montana St, Chicago, IL",2,-87.65191677487468,41.926286777726396
1729,10/7/2016,"9516 S Claremont Ave, Chicago, IL",5,-87.68091761808137,41.72010253838262
1730,9/2/2021,"9513 S Damen Ave, Chicago, IL",5,-87.67266848302975,41.7193944
1731,9/8/2016,"9595 S Emerald Ave, Chicago, IL",2,-87.642065,41.719781
1733,6/21/2021,"9587 S PaXton Ave, Chicago, IL",3,-87.57058842857143,41.72206873469388
1734,5/26/2016,"9582 S Prospect Ave, Chicago, IL",1,-87.66552509513902,41.72070764021554
1735,11/30/2019,"9573 S Seeley Ave, Chicago, IL",5,-87.67382349646502,41.72039045
1736,7/26/2016,"9547 S University Ave, Chicago, IL",2,-87.59608711788697,41.72137775525066
1737,4/17/2018,"9551 S University Ave, Chicago, IL",5,-87.5960621289346,41.72061171473927
1738,6/22/2021,"9536 S Woodlawn Ave, Chicago, IL",2,-87.59447861294059,41.721644049999995
1739,8/22/2019,"9638 S Bishop St, Chicago, IL",5,-87.65859307337408,41.71906935791857
1740,1/24/2017,"9631 S Crandon Ave, Chicago, IL",3,-87.56718746713756,41.719148149999995
1741,4/16/2016,"9636 S Damen Ave, Chicago, IL",3,-87.67180192558595,41.71834115
1742,4/7/2022,"9610 S Morgan St, Chicago, IL",3,-87.64811722497221,41.71894085378273
1743,5/26/2021,"9634 S Perry Ave, Chicago, IL",3,-87.62646484951561,41.71858915
1744,1/18/2019,"9675 S Prairie Ave, Chicago, IL",2,-87.61740543106723,41.719390000000004
1745,9/29/2016,"9618 S Prairie Ave, Chicago, IL",3,-87.61782601978811,41.71956298477148
1747,5/21/2021,"9687 S Van Vlissingen Rd, Chicago, IL",2,-87.5782392457995,41.71976460644388
1748,7/3/2017,"9672 S Winchester Ave, Chicago, IL",1,-87.67054967272584,41.71775020774303
1749,8/3/2018,"9622 S Winchester Ave, Chicago, IL",1,-87.67055831465035,41.718038574814415
1751,5/24/2021,"9731 S Crandon Ave, Chicago, IL",2,-87.56654373805195,41.716593399999994
1752,3/25/2022,"9726 S Muskegon Ave, Chicago, IL",4,-87.55526950000001,41.718179500000005
1753,5/16/2019,"9793 S Winchester Ave, Chicago, IL",1,-87.6707326197919,41.716508529793416
1754,11/1/2017,"9750 S Yates Ave, Chicago, IL",1,-87.56474237757546,41.717009480594044
1755,10/8/2020,"9815 S Manistee Ave, Chicago, IL",5,-87.55620058787845,41.716790700000004
1758,9/18/2019,"9820 S Charles St, Chicago, IL",3,-87.66145043915301,41.714230650000005
1759,10/17/2019,"9812 S Damen Ave, Chicago, IL",3,-87.67227757712689,41.714378623045015
1761,11/5/2020,"9815 S Indiana Ave, Chicago, IL",3,-87.61876013929381,41.715902778774144
1764,10/21/2016,"9863 S Manistee Ave, Chicago, IL",2,-87.55620310632645,41.715586599999995
1765,3/4/2022,"9824 S Maryland Ave, Chicago, IL",4,-87.60330631731333,41.71513555
1766,10/8/2019,"9933 S California Ave, Chicago, IL",1,-87.691808,41.712532
1767,9/15/2021,"9939 S Charles St, Chicago, IL",2,-87.66141094070247,41.71266035
1768,8/27/2019,"9963 S Clyde Ave, Chicago, IL",1,-87.57195794230769,41.71375553846154
1770,2/18/2022,"9949 S Damen Ave, Chicago, IL",4,-87.6722386734694,41.7127213877551
1772,6/2/2021,"9982 S Lafayette Ave, Chicago, IL",1,-87.62474207318539,41.71280012282652
1775,3/21/2019,"9971 S Longwood Dr, Chicago, IL",2,-87.66901500922444,41.71281018823358
1776,1/21/2020,"9981 S Merrill Ave, Chicago, IL",2,-87.57095545794392,41.7144086
1777,5/14/2016,"9969 S Perry Ave, Chicago, IL",2,-87.62629247143829,41.713469950000004
1778,8/22/2016,"9958 S Prospect Ave, Chicago, IL",3,-87.66295158981146,41.71309155197807
1779,3/6/2020,"9927 S Sangamon St, Chicago, IL",2,-87.64674257636739,41.712810154056065
1780,9/18/2018,"940 N Damen Ave, Chicago, IL",2,-87.67688929080145,41.898549349999996
1781,9/21/2021,"931 N Fairfield Ave, Chicago, IL",5,-87.69580741202256,41.898578549999996
1783,1/26/2022,"924 W Gunnison St, Chicago, IL",5,-87.6538226506008,41.9698154
1785,11/22/2021,"30 W 78Th St, Chicago, IL",2,-87.62675851699092,41.752818534387444
1786,10/28/2021,"40 W 81St St, Chicago, IL",3,-87.626768,41.747181
1787,6/18/2019,"70 W Burton Pl, Chicago, IL",2,-87.63060914410359,41.909532073211125
