,Date.Sampled,Address,X1st.Draw,X2nd.Draw,X3rd.Draw,X4th.Draw,X5th.Draw,X6th.Draw,X7th.Draw,X8th.Draw,X9th.Draw,X10th.Draw,X11th.Draw,PIN,Township Code,Neighborhood Code,Sale Price,Age,ZIP,Longitude,Latitude,Tract Median Income
1394,1/22/2020,65XX N WAUKESHA AVE,3.62,3.46,3.85,6.85,5.9,6.05,5.82,5.46,6.0,8.58,13.1,10-32-418-006-0000,71.0,71461.0,,52.0,60646-2726,-87.7686851684723,41.9993755845117,133622.0
1395,5/19/2021,65XX S CLAREMONT AVE,0.5,0.5,0.5,2.5,7.24,9.58,7.99,7.71,7.36,7.23,,20-19-115-042-0000,72.0,72120.0,,101.0,60636-2419,-87.6825080699077,41.7742518996643,28125.0
1396,8/14/2018,65XX S DREXEL AVE,3.48,4.09,4.06,5.23,5.56,4.93,4.61,4.68,4.72,4.4,4.18,20-23-113-028-0000,70.0,70070.0,310000.0,112.0,60637-4206,-87.6037409885287,41.775722244754,34333.0
1397,11/15/2021,65XX S KILPATRICK AVE,10.6,15.4,10.9,8.16,9.29,11.1,15.6,18.6,17.4,16.2,6.74,19-22-114-011-0000,72.0,72030.0,,96.0,60629-5635,-87.7393622524506,41.7738301421911,52381.0
1398,6/4/2019,65XX W 60TH ST,7.5,8.33,10.1,10.6,10.4,11.0,11.2,11.0,10.4,9.84,,19-18-410-051-0000,72.0,72380.0,,63.0,60638-3313,-87.7856163109749,41.7828456105583,68902.0
1399,4/5/2022,65XX W CLARENCE AVE,8.96,7.45,6.81,6.48,6.42,6.7,11.6,17.9,16.4,15.5,14.6,13-06-212-046-0000,71.0,71410.0,,35.0,60631-2137,-87.7904383179763,41.9943522604852,74201.0
1400,9/9/2019,65XX W FOSTER AVE,5.84,5.41,10.0,6.72,18.0,24.1,16.0,12.9,10.3,8.1,2.78,13-07-230-039-0000,71.0,71430.0,,59.0,60656-2245,-87.7920543098917,41.975880204673,75601.0
1401,7/31/2019,65XX W HIGHLAND ,9.75,6.49,5.63,5.5,5.5,5.49,5.35,5.533,5.86,6.43,3.22,,,,,,,,,
1402,10/14/2017,66XX N ASHLAND AVE**,3.33,4.39,4.21,4.69,4.77,4.97,5.03,5.12,5.78,6.62,5.36,,,,,,,,,
1403,7/15/2017,66XX N ASHLAND AVE**,2.99,3.74,3.74,4.16,4.31,4.48,4.81,5.09,5.31,4.45,5.65,,,,,,,,,
1404,8/1/2018,66XX N BOSWORTH AVE,7.55,7.01,7.6,9.6,10.0,9.34,15.8,24.1,20.2,21.1,16.4,11-32-308-028-0000,75.0,75031.0,,108.0,60626-4224,-87.6696467312315,42.0025337387891,47355.0
1405,3/17/2017,66XX N BOSWORTH AVE,11.7,7.98,8.19,10.1,9.32,13.9,17.8,17.5,16.6,16.2,12.0,11-32-308-023-0000,75.0,75031.0,,101.0,60626-4224,-87.6696613249548,42.0030428281841,47355.0
1406,3/4/2020,66XX N LEHIGH AVE,2.06,3.24,2.98,4.21,6.68,4.59,6.9,4.05,2.92,2.59,1.54,,,,,,,,,
1407,7/12/2019,66XX N MAPLEWOOD ,11.0,13.4,12.4,12.0,10.7,11.0,12.5,27.6,37.3,34.9,25.4,,,,,,,,,
1408,9/28/2021,66XX N MAPLEWOOD AVE,1.42,1.5,2.27,3.3,3.16,2.27,1.78,1.38,1.18,1.27,1.43,10-36-413-005-0000,75.0,75021.0,,95.0,60645-5020,-87.6933120101714,42.0025451579805,53234.0
1409,8/2/2021,66XX N MOZART AVE,4.7,7.2,8.8,6.0,6.4,6.3,6.3,6.9,5.8,5.7,,,,,,,,,,
1410,10/28/2016,66XX N ONARGA AVE,1.87,1.33,1.55,2.23,2.01,1.5,1.24,1.49,1.85,2.4,2.31,09-36-419-011-0000,71.0,71362.0,642000.0,91.0,60631-1434,-87.8106731398658,42.0004451265296,103733.0
1411,6/3/2021,66XX N WASHTENAW AVE,4.93,5.76,5.81,5.75,5.76,5.9,8.76,11.8,19.1,22.9,,10-36-410-006-0000,75.0,75021.0,,96.0,60645-5003,-87.6969792483188,42.0024804659431,53234.0
1412,5/18/2021,66XX S BISHOP ST,1.6,1.9,4.0,6.5,6.4,5.3,3.7,3.1,3.0,3.3,,20-20-118-043-0000,72.0,72130.0,,112.0,60636-2806,-87.6607402513665,41.7727695850837,20919.0
1413,5/17/2021,66XX S LAFLIN ST,33.0,5.3,4.6,5.1,6.7,3.9,2.8,2.6,2.6,2.3,,20-20-118-015-0000,72.0,72130.0,,112.0,60636-2813,-87.6612524672115,41.7728132750052,20919.0
1414,6/22/2021,66XX S MARYLAND AVE,3.7,4.2,4.9,5.3,5.1,6.0,24.0,14.0,12.0,11.0,,20-23-121-017-0000,70.0,70070.0,,92.0,60637-4258,-87.6042090020854,41.7736914759795,34333.0
1415,8/26/2019,66XX S ROCKWELL ST,4.88,4.54,5.11,6.0,6.07,7.69,9.27,15.1,19.3,20.9,9.14,19-24-227-064-0000,72.0,72071.0,205000.0,70.0,60629-1738,-87.6887000585894,41.7727063251586,36783.0
1416,12/12/2019,66XX W FOSTER AVE,4.46,5.16,6.76,6.39,5.28,5.62,7.68,8.2,8.35,7.89,5.57,13-07-402-003-0000,71.0,71430.0,,72.0,60656-2150,-87.7947645605748,41.9753333944124,81458.0
1417,6/17/2019,67XX N ASHLAND ,3.97,4.5,4.63,4.81,4.73,7.25,14.0,24.2,26.1,20.2,2.72,,,,,,,,,
1418,6/25/2019,67XX N AVEONDALE ,6.5,6.22,6.44,6.29,6.16,8.89,19.5,24.1,23.0,22.6,20.8,,,,,,,,,
1419,10/7/2019,67XX N JEAN AVE,6.51,5.89,6.95,10.6,11.0,10.2,11.8,10.8,13.3,17.0,21.7,10-32-403-028-0000,71.0,71461.0,,69.0,60646-1352,-87.7746453496309,42.0044208667868,133622.0
1420,9/19/2018,67XX N LIGHTFOOT AVE,6.19,7.91,8.72,8.82,9.16,9.1,8.84,14.4,21.9,23.1,27.3,10-32-404-017-0000,71.0,71461.0,,80.0,60646-1408,-87.7740473269032,42.0032608774478,133622.0
1421,3/4/2017,67XX N LOLETA AVE,7.88,8.87,9.69,10.6,11.2,12.4,12.9,15.0,19.0,20.2,13.8,10-32-405-023-0000,71.0,71461.0,,83.0,60646-1424,-87.7722906370546,42.0029155862368,133622.0
1422,8/20/2021,67XX N NEWGARD AVE,8.6,10.0,11.0,11.0,14.0,13.0,13.0,12.0,13.0,10.0,9.0,11-32-302-024-0000,75.0,75060.0,,57.0,60626-4441,-87.6674709064582,42.0048775691713,47549.0
1423,11/1/2019,67XX N SIOUX ,5.87,6.78,8.85,8.47,8.01,7.51,6.88,6.86,5.18,3.25,2.19,,,,,,,,,
1424,10/18/2021,67XX N WHIPPLE ST,7.82,9.04,13.3,16.2,17.1,18.0,17.3,17.7,21.7,23.2,3.6,10-36-302-003-0000,75.0,75040.0,,66.0,60645-4122,-87.705458377933,42.0032877944564,54496.0
1425,1/12/2017,67XX S KEDVALE AVE,4.03,3.3,3.35,2.95,2.84,3.93,5.06,5.03,4.54,4.23,3.62,19-22-404-039-0000,72.0,72030.0,,71.0,60629-5709,-87.7265368549169,41.7697385483464,61972.0
1426,7/29/2021,67XX S LOOMIS BLVD,13.7,7.38,6.09,6.54,5.83,6.95,6.37,5.8,5.53,3.38,,,,,,,,,,
1427,10/2/2019,67XX S MORGAN ST,7.52,8.99,14.9,25.5,22.5,21.4,19.8,7.2,15.4,12.1,10.1,20-20-403-032-0000,72.0,72171.0,,112.0,60621-1202,-87.649775030149,41.7712237287516,21266.0
1428,2/10/2020,67XX S NORMAL BLVD,2.03,2.17,5.83,4.56,3.48,4.4,4.86,5.0,7.07,10.6,10.7,20-21-304-047-0000,72.0,72092.0,35000.0,127.0,60621-2534,-87.6377118740853,41.7721815139319,19662.0
1429,6/1/2019,67XX W 56TH ST,2.95,2.74,2.9,3.18,5.34,5.69,6.89,6.44,9.89,12.5,21.0,19-18-201-018-0000,72.0,72380.0,,65.0,60638-2334,-87.7899432797827,41.7905353273348,99667.0
1430,9/30/2020,6808 S MARSHFIELD AVE,3.44,4.67,6.7,7.57,7.7,18.1,21.1,18.2,18.6,19.5,3.41,,,,,,,,,
1431,9/9/2019,68XX N LOLETA AVE,5.19,8.64,9.96,10.6,10.5,10.3,10.5,9.9,10.4,10.3,9.99,10-32-215-011-0000,71.0,71461.0,,71.0,60646-1426,-87.7711403549897,42.0042745906483,133622.0
1432,4/23/2019,68XX N LORON ,6.55,4.11,3.41,3.14,3.09,3.05,3.26,3.38,3.66,3.76,3.23,,,,,,,,,
1433,3/1/2022,68XX N OLCOTT AVE,7.86,8.48,8.62,8.7,9.52,9.4,10.0,10.3,11.0,11.2,9.25,09-36-226-008-0000,71.0,71362.0,,95.0,60631-1127,-87.8133063204391,42.0052917296832,103733.0
1434,6/3/2019,68XX N OSCEOLA ,213.0,8.36,5.59,5.2,7.53,10.2,22.1,30.7,18.0,13.1,12.1,,,,,,,,,
1435,1/16/2019,68XX N WAUKESHA ,6.02,6.02,6.0,7.5,7.34,7.61,7.5,7.66,7.37,7.06,6.22,,,,,,,,,
1436,5/25/2018,68XX N WAUKESHA AVE,5.15,5.58,5.72,5.97,5.98,6.31,7.41,8.74,12.8,16.8,18.4,10-33-115-025-0000,71.0,71463.0,435000.0,48.0,60646-1527,-87.7646146282042,42.0058087491921,105833.0
1437,1/4/2019,68XX N WILDWOOD ,3.23,5.01,6.61,10.1,11.9,10.5,10.2,9.84,9.46,10.0,9.76,,,,,,,,,
1438,8/27/2019,68XX N WILDWOOD AVE,4.45,4.66,4.52,5.04,4.84,4.77,5.78,10.3,16.2,17.8,5.0,10-32-208-060-0000,71.0,71461.0,,57.0,60646-1334,-87.7746713120673,42.0064229546461,133622.0
1439,3/26/2019,68XX S CLAREMONT ,2.48,3.02,6.25,16.3,17.1,16.9,19.0,7.62,3.22,2.16,1.68,,,,,,,,,
1440,5/17/2021,68XX S CONSTANCE AVE,0.5,0.5,0.5,1.08,1.17,1.04,0.5,0.5,0.5,0.5,,20-24-313-005-0000,70.0,70150.0,,105.0,60649-1505,-87.5797342500306,41.7706384644804,22945.0
1441,6/18/2016,68XX S CONSTANCE AVE**,3.57,4.72,7.39,7.86,6.1,8.71,7.74,7.97,6.3,6.35,7.98,,,,,,,,,
1442,8/20/2016,68XX S CONSTANCE AVE**,3.57,5.17,7.57,8.16,9.05,10.2,10.5,11.4,12.4,13.4,13.9,,,,,,,,,
1443,5/18/2021,68XX S HARPER AVE,12.4,20.0,24.4,28.9,27.1,25.1,21.2,19.0,15.2,15.1,,20-23-408-008-0000,70.0,70070.0,,107.0,60637-4821,-87.5875643343972,41.7706300759817,17441.0
1444,10/20/2021,68XX W HIGGINS AVE,11.8,13.6,13.0,15.6,20.5,12.0,6.05,4.22,3.96,3.39,1.99,13-07-107-050-0000,71.0,71430.0,,59.0,60656-2073,-87.7995859254951,41.9797958115973,75601.0
1445,12/4/2018,68XX W HIGHLAND ,6.59,8.8,7.53,7.26,6.7,6.15,7.22,11.8,14.5,15.0,22.4,,,,,,,,,
1446,10/29/2016,69XX N CENTRAL AVE,7.02,10.6,10.5,15.6,21.8,20.3,16.7,13.7,11.0,7.47,1.68,10-33-120-056-0000,71.0,71463.0,,50.0,60646-1502,-87.7620749600005,42.0076515865864,105833.0
1447,10/1/2019,69XX N CHICORA AVE,5.41,5.51,5.83,5.76,5.58,5.94,16.8,21.2,18.1,16.9,16.4,10-33-113-043-0000,71.0,71463.0,,49.0,60646-1508,-87.7662685534924,42.0075378996364,105833.0
1448,4/2/2019,69XX N GREENVIEW ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,
1449,1/29/2020,69XX N ORIOLE AVE,4.16,7.44,8.02,8.69,9.32,9.54,9.3,8.55,7.13,5.23,1.43,09-36-105-096-0000,71.0,71362.0,,97.0,60631-1136,-87.8167815958503,42.0067787747947,103733.0
1450,5/13/2019,69XX N TONTY ,4.57,1.5,1.11,1.3,1.32,3.95,7.98,14.6,15.9,10.0,1.35,,,,,,,,,
1451,1/14/2020,69XX S KARLOV AVE,2.43,2.6,5.46,7.73,3.95,4.3,4.89,8.42,9.05,6.32,4.12,19-22-418-016-0000,72.0,72030.0,,67.0,60629-5705,-87.7245461231966,41.7667748190815,61972.0
1452,8/9/2021,69XX W HOBART AVE,7.1,15.0,20.0,20.0,19.0,16.0,16.0,15.0,16.0,15.0,,13-06-314-009-0000,71.0,71420.0,,94.0,60631-3155,-87.8021747436136,41.9850315043454,83197.0
1453,3/1/2022,69XX W HOBART AVE,4.6,5.97,5.61,6.97,8.8,8.72,8.5,7.77,6.97,7.19,7.64,13-06-313-008-0000,71.0,71420.0,707500.0,78.0,60631-3156,-87.8025956881122,41.9843264607708,83197.0
1454,11/15/2021,6XX E 100TH ST,15.5,10.8,13.0,10.9,11.1,11.8,15.9,20.9,28.0,27.5,23.6,25-10-405-010-0000,70.0,70220.0,,73.0,60628-2260,-87.6082397412629,41.7126075475376,40612.0
1455,9/27/2021,6XX E 33RD PL,4.8,4.9,6.0,7.8,9.3,10.0,9.5,9.2,9.0,9.3,,17-34-219-123-0000,76.0,76042.0,386456.0,57.0,60616-4142,-87.6109210505556,41.8344791341668,44727.0
1456,11/7/2018,6XX E GROVELAND PA,8.98,7.8,8.55,10.1,14.0,18.0,22.3,22.3,20.0,18.0,,,,,,,,,,
1457,3/30/2022,6XX N PINE AVE,17.6,18.5,19.4,20.6,13.0,11.6,10.9,10.4,9.5,9.28,,16-09-108-007-0000,77.0,77013.0,,137.0,60644-1542,-87.763036750991,41.8920794506681,22905.0
1458,6/21/2021,6XX N PINE ST,15.0,18.0,21.0,18.0,19.0,18.0,15.0,14.0,19.0,15.0,,,,,,,,,,
1459,6/11/2021,6XX N SAWYER AVE,4.78,6.15,9.5,9.56,9.44,8.68,8.23,7.4,6.9,6.07,,16-11-214-020-0000,77.0,77101.0,135000.0,107.0,60624-1545,-87.7080515957628,41.8929905456487,28365.0
1460,11/7/2019,6XX W 129TH PL,9.08,6.95,6.26,9.31,7.92,8.55,9.14,10.4,15.0,15.3,14.0,25-33-117-099-0000,72.0,72345.0,,66.0,60628-7419,-87.6382721292024,41.6580219181055,39231.0
1461,12/5/2018,6XX W ARLINGTON ,2.66,3.08,3.77,3.97,4.14,4.73,4.64,4.57,4.75,4.84,11.6,,,,,,,,,
1462,3/6/2020,6XX W DEMING PL,9.61,12.0,20.2,24.5,26.5,25.0,25.1,22.0,22.7,22.7,18.7,14-28-314-003-0000,73.0,73063.0,,147.0,60614-2617,-87.6458347857734,41.927567475345,92441.0
1463,8/8/2019,6XX W OAKDALE ,9.17,9.52,16.3,24.7,26.7,26.4,25.2,24.8,24.9,23.5,20.0,,,,,,,,,
1464,7/27/2021,70XX N GREENVIEW AVE,3.3,4.0,4.1,4.2,11.0,12.0,8.8,8.5,8.5,9.4,,11-32-105-001-0000,75.0,75031.0,,117.0,60626-2815,-87.6677574027735,42.0112203567641,47549.0
1465,10/23/2019,70XX N MASON ,4.18,13.8,7.24,11.5,18.6,19.4,15.6,13.9,9.69,5.24,1.74,,,,,,,,,
1466,10/28/2019,70XX N MASON ,3.79,2.71,2.77,4.17,3.3,4.31,7.15,24.7,31.6,28.7,36.2,,,,,,,,,
1467,8/4/2018,70XX N MCALPIN AVE,3.69,4.84,4.92,4.9,5.53,6.0,5.53,6.64,6.49,6.8,17.8,10-32-126-022-0000,71.0,71461.0,,67.0,60646-1103,-87.7798522020692,42.0090147071442,133622.0
1468,8/22/2019,70XX N TAHOMA AVE,5.62,5.93,8.66,10.5,9.48,12.0,10.3,16.7,20.6,20.2,15.5,10-32-109-042-0000,71.0,71461.0,,69.0,60646-1134,-87.7818102502637,42.0094277027969,133622.0
1469,5/19/2021,70XX S EGGLESTON AVE,20.0,25.0,37.0,26.0,31.0,38.0,35.0,37.0,37.0,36.0,,20-21-328-003-0000,72.0,72092.0,,112.0,60621-3020,-87.6356585912661,41.7668366464816,19662.0
1470,8/1/2019,70XX S WASHTENAW ,13.5,2.92,3.03,6.49,7.87,8.11,7.48,6.44,5.89,4.94,2.68,,,,,,,,,
1471,11/16/2019,70XX W BERWYN ,3.05,4.08,4.43,4.32,4.57,9.22,12.4,14.3,13.4,12.5,10.0,,,,,,,,,
1472,2/9/2022,71XX N OLEANDER AVE,5.5,5.4,11.0,6.0,4.8,17.0,12.0,7.7,6.4,5.7,5.6,09-36-200-035-0000,71.0,71362.0,,97.0,60631-1049,-87.8153608060371,42.0106999161481,103733.0
1473,9/21/2019,71XX S ARTESIAN AVE,1.32,2.21,3.37,3.62,3.53,3.02,2.84,3.01,2.91,2.81,3.12,19-25-206-031-0000,72.0,72150.0,,95.0,60629-1426,-87.6848005614995,41.7638188809642,31310.0
1474,9/16/2019,71XX S DOBSON AVE,6.51,7.82,5.52,10.4,20.6,17.4,18.1,17.8,15.9,6.39,4.62,20-26-103-016-0000,70.0,70070.0,,13.0,60619-1316,-87.5998108693653,41.765375243244,37328.0
1475,10/8/2021,71XX S HERMITAGE AVE,33.2,25.0,16.4,10.8,9.66,12.7,11.4,11.0,,11.8,5.52,20-30-205-021-0000,72.0,72121.0,,96.0,60636-3819,-87.667082941985,41.7637434514505,43063.0
1476,5/24/2021,71XX S HERMITAGE AVE,5.6,4.9,4.5,4.3,4.9,6.9,19.0,13.0,11.0,13.0,,20-30-204-032-0000,72.0,72121.0,,93.0,60636-3820,-87.6677937642238,41.7641481406952,43063.0
1477,5/22/2018,71XX W 64TH PL,2.96,3.1,3.0,4.02,4.19,4.94,6.16,8.33,8.17,7.66,7.82,19-19-108-053-0000,72.0,72380.0,,59.0,60638-4638,-87.7992750670247,41.7749254230392,83574.0
1478,12/15/2016,71XX W TALCOTT AVE,5.32,6.49,6.48,6.7,6.84,6.92,7.2,7.29,,,7.14,13-06-312-045-0000,71.0,71420.0,,53.0,60631-2435,-87.8041269155669,41.9848335753794,83197.0
1479,11/29/2021,72XX N DAMEN AVE,2.18,2.68,2.53,2.33,5.76,11.5,12.6,11.4,4.49,2.01,1.56,11-30-323-093-0000,75.0,75031.0,,18.0,60645-2417,-87.6806709773686,42.0136837291178,39549.0
1480,11/19/2019,72XX N MCVICKER ,9.66,8.56,8.94,11.3,11.2,13.9,10.7,10.1,10.9,8.33,4.28,,,,,,,,,
1481,7/20/2019,72XX N ODELL ,4.06,3.86,4.16,4.45,5.41,6.03,5.77,6.53,7.15,14.7,6.09,,,,,,,,,
1482,12/7/2021,72XX N ORIOLE AVE,1.49,2.02,3.54,5.12,5.78,5.82,6.19,7.73,8.27,8.09,1.62,09-25-425-038-0000,71.0,71361.0,,66.0,60631-4253,-87.8161027243222,42.0123658797246,95990.0
1483,6/9/2021,72XX S CALUMET AVE,4.95,6.49,7.16,8.18,17.7,21.9,22.0,21.9,19.7,23.7,,20-27-110-027-0000,70.0,70030.0,,98.0,60619-1722,-87.6172780966221,41.7628878549938,36806.0
1484,1/15/2020,72XX S CORNELL AVE,1.26,1.95,2.11,1.82,1.64,1.7,1.75,1.72,1.79,1.95,3.28,20-25-112-022-0000,70.0,70080.0,,100.0,60649-2803,-87.5850206535565,41.7634204701905,18432.0
1485,2/4/2020,72XX S EUCLID AVE,8.4,8.76,9.5,12.3,12.8,10.6,10.1,9.59,12.7,18.1,9.41,20-25-121-003-0000,70.0,70080.0,,107.0,60649-2907,-87.5777256578705,41.7638720744341,18432.0
1486,2/15/2020,72XX S HERMITAGE AVE,5.8,7.8,7.31,5.91,8.33,7.64,7.47,7.58,6.93,6.86,1.79,20-30-212-031-0000,72.0,72121.0,,97.0,60636-3848,-87.6677395908573,41.7621894693604,43063.0
1487,9/9/2019,72XX S TALMAN AVE,7.98,8.26,11.0,11.7,10.8,11.3,11.6,10.3,10.2,10.9,7.95,19-25-210-025-0000,72.0,72150.0,,94.0,60629-2032,-87.6896466943258,41.7622291373084,31310.0
1488,3/18/2022,72XX W BRYN MAWR AVE,2.7,4.0,4.6,11.0,16.0,12.0,12.0,11.0,8.3,6.5,2.1,12-01-413-046-0000,71.0,71440.0,328000.0,63.0,60631-3003,-87.8088631886338,41.9829599001176,83197.0
1489,2/2/2022,72XX W LUNT AVE,7.0,6.4,6.6,6.7,9.5,11.0,12.0,13.0,15.0,15.0,15.0,09-36-215-026-0000,71.0,71362.0,,93.0,60631-1125,-87.8073044650498,42.0083375506771,103733.0
1490,9/18/2019,72XX W MYRTLE AVE,2.54,4.08,5.67,6.63,6.13,5.65,4.65,4.48,5.9,7.17,7.41,12-01-213-059-0000,71.0,71440.0,,66.0,60631-1942,-87.8071411949601,41.9938115236832,83197.0
1491,3/11/2020,72XX W PRATT AVE,2.54,2.64,2.85,4.03,5.56,6.94,8.3,9.82,11.5,13.71,13.0,09-36-229-003-0000,71.0,71362.0,,93.0,60631-1159,-87.8088316149682,42.0046650974029,103733.0
1492,7/17/2019,73XX N BELL,7.3,7.38,7.6,8.25,8.6,10.4,14.1,19.3,26.6,30.0,30.0,,,,,,,,,
1493,5/1/2019,73XX N MEADE ,3.86,3.45,3.61,3.77,3.95,4.2,3.96,4.2,6.57,11.9,14.4,,,,,,,,,
1494,10/28/2021,73XX N MEADE AVE,17.0,18.0,17.0,20.0,19.0,18.0,17.0,15.0,15.0,16.0,17.0,10-29-304-006-0000,71.0,71461.0,,70.0,60646-1252,-87.7789106428241,42.0143392759851,133622.0
1495,8/18/2018,73XX N MEADE AVE,8.36,8.14,8.5,8.86,9.39,9.01,8.86,9.1,11.2,17.5,27.4,10-29-305-010-0000,71.0,71461.0,,69.0,60646-1253,-87.7782923084622,42.0140967971412,133622.0
1496,6/27/2019,73XX N ODELL ,4.4,5.46,5.8,5.84,8.14,18.4,22.1,23.6,20.1,27.4,33.7,,,,,,,,,
1497,12/31/2019,73XX N OLCOTT AVE,1.43,2.31,5.24,4.38,3.57,5.71,6.27,8.02,13.9,15.0,8.9,09-25-419-003-0000,71.0,71361.0,,68.0,60631-4318,-87.8135662651419,42.0148347636593,95990.0
1498,11/17/2021,73XX N OSCEOLA AVE,6.8,12.0,11.0,8.7,9.2,11.0,11.0,10.0,9.1,8.3,7.7,09-25-420-059-0000,71.0,71361.0,,76.0,60631-4379,-87.8123492668271,42.0145277298044,95990.0
1499,11/9/2021,73XX N OTTAWA AVE,16.8,11.0,10.4,10.2,9.95,10.2,11.2,18.9,31.0,34.8,28.4,09-25-322-052-0000,71.0,71361.0,,66.0,60631-4236,-87.8172275851491,42.0143535721337,95990.0
1500,8/5/2021,73XX N OTTAWA AVE,20.5,27.1,29.4,37.5,40.4,42.5,43.8,44.6,41.8,40.7,17.1,09-25-321-017-0000,71.0,71361.0,,66.0,60631-4235,-87.8179305886033,42.0140789898167,95990.0
1501,5/25/2021,73XX S ARTESIAN AVE,11.0,4.8,5.1,5.1,6.2,19.0,62.0,63.0,38.0,25.0,,19-25-223-008-0000,72.0,72151.0,,69.0,60629-1405,-87.6840107913022,41.7603315977013,31310.0
1502,10/21/2021,73XX S EBERHART AVE,4.3,8.73,12.2,12.5,15.4,18.9,18.8,17.3,14.0,12.4,6.62,20-27-217-027-0000,70.0,70030.0,,24.0,60619-1715,-87.6130903094691,41.7614271233568,27554.0
1503,12/1/2021,73XX S INDIANA AVE,4.78,5.02,4.21,3.8,4.1,4.32,4.44,5.46,7.75,8.15,7.63,20-27-114-028-0000,70.0,70030.0,,110.0,60619-1617,-87.620450117318,41.7606295673998,36806.0
1504,6/15/2021,73XX S MARSHFIELD AVE,1.4,1.7,2.1,3.4,2.0,2.6,3.9,3.2,3.1,3.4,,20-30-223-022-0000,72.0,72121.0,,61.0,60636-3810,-87.6645475521643,41.7596334519113,43063.0
1505,3/8/2022,73XX W IBSEN ST,2.5,3.3,4.9,6.3,5.8,7.3,9.3,9.0,7.6,4.9,,09-36-227-026-0000,71.0,71362.0,,96.0,60631-1152,-87.8102211546825,42.005932463243,103733.0
1506,10/29/2019,74XX N CLAREMONT ,0.656,0.383,0.302,0.313,0.351,0.372,0.385,0.386,0.362,0.36,,,,,,,,,,
1507,7/12/2021,74XX N CLAREMONT AVE,17.3,13.9,15.3,19.6,23.0,23.7,22.7,21.1,20.8,21.7,,11-30-302-016-0000,75.0,75022.0,,67.0,60645-1787,-87.6892310420257,42.0172726691966,51346.0
1508,6/3/2019,74XX N OCTAVEIA ,5.44,6.23,6.74,7.14,10.9,6.9,18.2,17.9,16.2,13.7,5.71,,,,,,,,,
1509,2/6/2020,74XX N OCTAVEIA AVE,4.33,6.12,10.5,11.5,12.5,13.9,15.0,15.5,15.4,15.5,15.6,,,,,,,,,
1510,12/14/2021,74XX N OKETO AVE,8.0,7.9,9.4,10.0,11.0,11.0,11.0,14.0,16.0,18.0,23.0,09-25-413-057-0000,71.0,71361.0,,70.0,60631-4430,-87.8111032204647,42.0169103476093,95990.0
1511,3/1/2022,74XX N ORIOLE AVE,7.33,7.5,7.33,8.44,9.55,8.89,9.74,13.3,16.7,15.4,9.73,09-25-315-025-0000,71.0,71361.0,415600.0,65.0,60631-4256,-87.8166961132409,42.016333665524,95990.0
1512,10/18/2019,74XX N OTTAWA AVE,21.9,17.4,12.0,8.81,7.29,6.81,8.2,7.43,9.24,8.06,9.13,09-25-314-022-0000,71.0,71361.0,,67.0,60631-4237,-87.817914743929,42.0164126860537,95990.0
1513,8/26/2019,74XX N PAULINA ST,6.57,7.08,7.24,7.26,7.64,7.71,8.58,9.66,21.1,27.5,10.0,11-30-413-010-0000,75.0,75031.0,,132.0,60626-1616,-87.6728799713867,42.0168337534633,38370.0
1514,10/2/2019,74XX N ROCKWELL ST,8.48,5.13,3.9,2.52,2.26,2.5,2.5,2.34,2.06,2.53,2.5,10-25-407-005-0000,75.0,75010.0,389000.0,94.0,60645-1439,-87.6945733903851,42.0171270056861,66831.0
1515,9/28/2016,74XX S CLAREMONT AVE,0.5,0.5,2.85,5.71,9.02,10.6,10.8,10.5,9.74,9.9,9.35,20-30-124-039-0000,72.0,72121.0,,65.0,60636-3629,-87.6814177114652,41.7589354591887,31310.0
1516,1/30/2020,74XX S MAPLEWOOD AVE,11.6,13.5,13.8,13.6,12.1,12.2,13.9,23.5,28.6,27.2,25.0,19-25-224-023-0000,72.0,72151.0,,68.0,60629-2036,-87.6870978844722,41.7583556784058,31310.0
1517,12/9/2019,74XX S MERRILL AVE,4.66,4.91,5.17,5.87,6.04,6.0,6.02,5.59,7.07,20.7,19.4,20-25-223-018-0000,70.0,70083.0,,105.0,60649-3211,-87.572816473892,41.7600277433704,44286.0
1518,3/4/2022,74XX W PALATINE AVE,23.0,14.0,11.0,15.0,17.0,19.0,19.0,23.0,25.0,18.0,12.0,12-01-202-024-0000,71.0,71440.0,,96.0,60631-1920,-87.8129441752241,41.9957814274073,83197.0
1519,12/18/2018,75XX N DEVON ,6.98,8.29,6.76,8.35,20.7,15.2,20.1,18.8,16.9,17.0,2.79,,,,,,,,,
1520,1/28/2022,75XX N OKETO AVE,11.0,9.0,8.4,6.8,6.1,12.0,14.0,14.0,14.0,13.0,13.0,09-25-404-041-0000,71.0,71361.0,,67.0,60631-4432,-87.811097281039,42.0174599118604,95990.0
1521,7/29/2019,75XX N OTTAWA ,5.21,6.37,7.15,6.58,6.24,6.22,12.8,21.5,21.3,19.8,25.8,,,,,,,,,
1522,9/10/2018,75XX N WASHTENAW AVE,7.2,15.1,12.9,18.2,19.2,19.0,17.9,16.4,15.5,15.7,15.4,10-25-401-036-0000,75.0,75010.0,,72.0,60645-1415,-87.6970266196619,42.0187383780145,66831.0
1523,11/15/2019,75XX S CONSTANCE ,0.579,0.664,0.728,0.735,0.661,0.716,0.719,0.804,0.741,0.613,0.455,,,,,,,,,
