,Date.Sampled,Address,HCluster,X1st.Draw,X2nd.Draw,X3rd.Draw,X4th.Draw,X5th.Draw,X6th.Draw,X7th.Draw,X8th.Draw,X9th.Draw,X10th.Draw,X11th.Draw,longitude,latitude,raw_address,place_id
1033,10/8/2021,"7721 S Tripp Ave, Chicago, IL",2,2.78,3.95,4.92,5.85,4.03,4.29,9.78,11.0,10.9,8.96,8.06,-87.72753766326596,41.7519040561116,"{'house_number': '4216', 'road': 'West 78th Street', 'suburb': 'Ashburn', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60652', 'country': 'United States', 'country_code': 'us'}",144163752
1034,10/1/2019,"7757 W Berwyn Ave, Chicago, IL",2,3.41,4.0,4.67,4.39,5.06,5.26,9.59,14.3,14.6,14.5,3.7,-87.82119657289263,41.97607478312152,"{'house_number': '7744', 'road': 'West Berwyn Avenue', 'suburb': 'Norwood Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60656', 'country': 'United States', 'country_code': 'us'}",143542284
1035,12/17/2019,"7789 W Hood Ave, Chicago, IL",2,4.7,6.2,9.6,9.9,10.0,10.0,10.0,10.0,9.6,8.8,4.3,-87.82106670588236,41.99110011764706,"{'house_number': '7740', 'road': 'West Hood Avenue', 'suburb': 'Norwood Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60631', 'country': 'United States', 'country_code': 'us'}",143963553
1036,12/3/2021,"7748 W Victoria St, Chicago, IL",2,5.56,5.59,4.74,5.03,4.9,10.4,14.9,14.1,12.8,13.1,3.35,-87.82134160077592,41.98525208599413,"{'house_number': '7754', 'road': 'West Victoria Street', 'suburb': 'Norwood Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60631', 'country': 'United States', 'country_code': 'us'}",144286781
1037,5/25/2021,"7889 S Bishop St, Chicago, IL",2,2.44,2.29,2.28,2.22,2.24,2.73,2.74,2.65,2.29,2.15,1.01,-87.66034227681361,41.75158566360774,"{'house_number': '7818', 'road': 'South Bishop Street', 'neighbourhood': 'South Englewood', 'suburb': 'Auburn Gresham', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60620', 'country': 'United States', 'country_code': 'us'}",155581363
1038,9/26/2019,"7829 S Carpenter St, Chicago, IL",2,8.95,11.2,13.9,15.9,16.9,18.8,19.2,18.8,17.9,16.6,5.95,-87.649996,41.750676,"{'house_number': '1024', 'road': 'West 79th Street', 'neighbourhood': 'New Auburn', 'suburb': 'Auburn Gresham', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60652', 'country': 'United States', 'country_code': 'us'}",155550762
1039,3/29/2017,"7888 S Eggleston Ave, Chicago, IL",2,4.19,4.82,5.37,5.4,5.28,5.29,7.53,6.51,6.44,7.31,2.46,-87.63544471428571,41.75208542857143,"{'house_number': '435', 'road': 'West Winneconna Parkway', 'neighbourhood': 'Greater Grand Crossing', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60620', 'country': 'United States', 'country_code': 'us'}",155739822
1040,3/26/2016,"7857 S Jeffery Blvd, Chicago, IL",2,31.0,37.1,54.4,54.6,51.2,51.2,50.3,40.8,37.6,32.6,24.1,-87.57609751851852,41.75181614814815,"{'house_number': '1954-1958', 'road': 'East 79th Street', 'suburb': 'South Shore', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60649', 'country': 'United States', 'country_code': 'us'}",156249867
1041,2/23/2022,"7836 S Yates Blvd, Chicago, IL",2,15.1,0.5,0.5,1.31,1.23,2.27,1.32,1.41,0.5,0.5,1.14,-87.56637182872323,41.75325414892923,"{'house_number': '7808', 'road': 'South Yates Boulevard', 'neighbourhood': 'Windsor Park', 'suburb': 'South Shore', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60617', 'country': 'United States', 'country_code': 'us'}",156307358
1042,2/15/2022,"7873 W Summerdale Ave, Chicago, IL",2,6.24,5.16,11.6,14.2,10.2,7.37,6.64,7.23,7.12,6.46,2.03,-87.8231351557892,41.97693261933015,"{'house_number': '7830-7832', 'road': 'West Summerdale Avenue', 'suburb': 'Norwood Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60656', 'country': 'United States', 'country_code': 'us'}",143690356
1043,10/2/2020,"7915 S Albany Ave, Chicago, IL",2,28.5,10.1,4.3,4.34,5.72,7.61,5.36,5.54,6.21,7.45,2.67,-87.69966214464432,41.7492352,"{'house_number': '7915', 'road': 'South Albany Avenue', 'neighbourhood': 'Mitchells Subdivision', 'suburb': 'Ashburn', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60652', 'country': 'United States', 'country_code': 'us'}",144177964
1044,9/7/2021,"7941 S Campbell Ave, Chicago, IL",3,7.87,11.4,8.54,7.42,8.88,14.5,16.9,16.1,15.8,13.8,12.2,-87.68536219965127,41.74852258326074,"{'house_number': '7952', 'road': 'South Campbell Avenue', 'suburb': 'Ashburn', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60652', 'country': 'United States', 'country_code': 'us'}",144466644
1045,12/13/2021,"7915 S Constance Ave, Chicago, IL",1,5.95,6.37,7.03,7.23,7.58,7.2,7.15,7.23,7.04,6.92,15.1,-87.57992504873306,41.75079444968175,"{'house_number': '7925', 'road': 'South Constance Avenue', 'suburb': 'South Chicago', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60617', 'country': 'United States', 'country_code': 'us'}",157068764
1046,2/6/2020,"7977 S Evans Ave, Chicago, IL",2,6.13,9.7,20.5,20.9,20.6,24.0,18.8,18.6,17.0,17.0,7.0,-87.60630566710539,41.75005953861989,"{'house_number': '7939', 'road': 'South Evans Avenue', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60619', 'country': 'United States', 'country_code': 'us'}",155847043
1047,11/12/2016,"7981 S Kenwood Ave, Chicago, IL",1,29.0,33.6,53.6,66.5,52.7,41.1,40.9,33.9,32.4,30.8,4.02,-87.59170074564845,41.7503059495762,"{'house_number': '7937', 'road': 'South Kenwood Avenue', 'neighbourhood': 'Pierces Park', 'suburb': 'Avalon Park', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60619', 'country': 'United States', 'country_code': 'us'}",156396477
1048,4/13/2017,"7911 S Kenwood Ave, Chicago, IL",4,3.4,5.19,9.23,9.96,11.9,13.0,13.5,13.9,14.1,13.3,7.26,-87.59191066927427,41.74985265901958,"{'house_number': '7954', 'road': 'South Kenwood Avenue', 'neighbourhood': 'Pierces Park', 'suburb': 'Avalon Park', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60619', 'country': 'United States', 'country_code': 'us'}",156363806
1049,12/24/2019,"7966 S Kimbark Ave, Chicago, IL",1,13.0,13.0,13.0,13.0,13.0,13.0,17.0,16.0,14.0,8.9,3.4,-87.59291529269724,41.750262134749214,"{'house_number': '7937', 'road': 'South Kimbark Avenue', 'neighbourhood': 'Pierces Park', 'suburb': 'Avalon Park', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60619', 'country': 'United States', 'country_code': 'us'}",157096363
1050,1/30/2020,"7937 S Maplewood Ave, Chicago, IL",1,3.48,1.59,1.15,1.07,1.22,1.67,1.9,1.43,1.4,1.35,1.3,-87.68658022937632,41.748362533202176,"{'house_number': '7956', 'road': 'South Maplewood Avenue', 'suburb': 'Ashburn', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60652', 'country': 'United States', 'country_code': 'us'}",144548260
1051,3/31/2022,"7970 S Richmond St, Chicago, IL",3,14.1,17.1,15.1,14.0,12.4,10.7,10.3,8.95,7.23,6.49,4.94,-87.69595586174418,41.74830565,"{'house_number': '7951', 'road': 'South Richmond Street', 'suburb': 'Ashburn', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60652', 'country': 'United States', 'country_code': 'us'}",145635692
1052,12/16/2019,"7925 S Woodlawn Ave, Chicago, IL",4,1.41,1.15,1.32,0.5,1.05,1.14,1.04,1.62,0.5,0.5,1.52,-87.59556873785942,41.75009601090826,"{'house_number': '7940', 'road': 'South Woodlawn Avenue', 'neighbourhood': 'Pierces Park', 'suburb': 'Avalon Park', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60619', 'country': 'United States', 'country_code': 'us'}",155928110
1053,12/2/2021,"796 N Latrobe Ave, Chicago, IL",3,2.0,2.6,2.8,2.0,1.8,1.8,1.8,1.8,1.8,1.7,1.7,-87.75690707987754,41.89417577376628,"{'house_number': '740', 'road': 'North Latrobe Avenue', 'suburb': 'Austin', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60651', 'country': 'United States', 'country_code': 'us'}",143782057
1054,6/4/2021,"717 W 116Th St, Chicago, IL",1,9.2,90.0,25.0,29.0,24.0,19.0,17.0,16.0,15.0,17.0,16.0,-87.64099199984715,41.68392910791532,"{'house_number': '733', 'road': 'West 116th Street', 'neighbourhood': 'Placerdale', 'suburb': 'West Pullman', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60628', 'country': 'United States', 'country_code': 'us'}",155749191
1055,11/4/2016,"763 W 74Th St, Chicago, IL",2,1.62,1.65,1.77,1.89,1.86,1.92,1.96,1.68,1.22,1.44,1.42,-87.64281869274795,41.75968370398106,"{'house_number': '7401', 'road': 'South Emerald Avenue', 'suburb': 'Englewood', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60621', 'country': 'United States', 'country_code': 'us'}",156005163
1056,1/24/2020,"744 W Gordon Ter, Chicago, IL",2,3.73,6.51,7.2,8.95,8.22,8.28,13.2,13.6,11.6,11.0,11.3,-87.64888271034988,41.95794098171103,"{'house_number': '720', 'road': 'West Gordon Terrace', 'neighbourhood': 'Buena Park', 'suburb': 'Uptown', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60613', 'country': 'United States', 'country_code': 'us'}",156130897
1057,12/9/2021,"724 W Wrightwood Ave, Chicago, IL",3,4.22,5.97,5.49,2.88,2.7,3.04,3.32,4.68,7.54,8.55,8.34,-87.64863573573095,41.9291660276208,"{'house_number': '2601-2611', 'road': 'North Halsted Street', 'suburb': 'Lincoln Park', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60614', 'country': 'United States', 'country_code': 'us'}",155711113
1058,9/21/2021,"8050 S Albany Ave, Chicago, IL",5,1.25,2.23,1.89,2.53,2.37,2.6,3.59,3.5,3.67,3.88,3.42,-87.69997598474163,41.74670044306935,"{'house_number': '8044', 'road': 'South Albany Avenue', 'neighbourhood': 'Mitchells Subdivision', 'suburb': 'Ashburn', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60652', 'country': 'United States', 'country_code': 'us'}",144366617
1059,12/7/2021,"8071 S Bennett Ave, Chicago, IL",5,2.36,4.16,4.27,2.3,2.22,4.99,6.49,6.31,8.34,8.77,5.25,-87.57805703837985,41.748081850000005,"{'house_number': '8059', 'road': 'South Bennett Avenue', 'suburb': 'South Chicago', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60649', 'country': 'United States', 'country_code': 'us'}",156450401
1060,4/30/2016,"8085 S Constance Ave, Chicago, IL",5,4.73,6.56,7.78,9.1,7.99,10.2,10.0,12.9,10.6,10.3,9.07,-87.58026777342562,41.7486992,"{'house_number': '8034', 'road': 'South Constance Avenue', 'suburb': 'South Chicago', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60617', 'country': 'United States', 'country_code': 'us'}",155929044
1061,11/9/2016,"8043 S Justine St, Chicago, IL",2,2.69,8.7,12.5,19.0,29.5,39.7,6.81,5.12,9.62,7.13,4.6,-87.66227760295426,41.74816952939623,"{'house_number': '8012', 'road': 'South Justine Street', 'neighbourhood': 'South Englewood', 'suburb': 'Auburn Gresham', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60620', 'country': 'United States', 'country_code': 'us'}",156067563
1062,10/1/2019,"8054 S Kilpatrick Ave, Chicago, IL",2,48.2,19.7,24.6,35.5,46.5,39.7,23.2,18.1,16.7,16.3,3.82,-87.73861378326171,41.74595510219973,"{'house_number': '8070', 'road': 'South Kilpatrick Avenue', 'suburb': 'Ashburn', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60652', 'country': 'United States', 'country_code': 'us'}",143234195
1063,9/29/2021,"8043 S Kilpatrick Ave, Chicago, IL",1,6.9,4.7,8.5,4.1,3.7,4.9,8.4,9.3,9.1,7.3,2.0,-87.73868309068997,41.74610555,"{'house_number': '8060', 'road': 'South Kilpatrick Avenue', 'suburb': 'Ashburn', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60652', 'country': 'United States', 'country_code': 'us'}",143571792
1064,3/15/2022,"8082 S Loomis Blvd, Chicago, IL",5,6.3,8.57,9.44,7.85,15.1,20.8,20.7,20.2,20.5,20.2,13.8,-87.6583966900281,41.74732860381635,"{'house_number': '8043', 'road': 'South Loomis Boulevard', 'neighbourhood': 'South Englewood', 'suburb': 'Auburn Gresham', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60620', 'country': 'United States', 'country_code': 'us'}",155972083
1065,9/6/2019,"8033 S Merrill Ave, Chicago, IL",1,6.48,7.37,7.34,6.16,5.45,4.88,3.85,3.68,3.19,3.29,3.16,-87.57238525899771,41.74878104855887,"{'house_number': '8036', 'road': 'South Merrill Avenue', 'suburb': 'South Chicago', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60649', 'country': 'United States', 'country_code': 'us'}",156613669
1066,6/22/2021,"8067 S Perry Ave, Chicago, IL",2,5.19,5.86,6.01,5.62,5.55,5.35,6.06,11.1,12.8,11.7,3.7,-87.62724284089069,41.7482682,"{'house_number': '8024', 'road': 'South Perry Avenue', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60620', 'country': 'United States', 'country_code': 'us'}",156137322
1067,5/15/2018,"8147 S Anthony Ave, Chicago, IL",1,9.33,1.18,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.58270737451984,41.74695381137333,"{'house_number': '8127-8129', 'road': 'South East End Avenue', 'suburb': 'Avalon Park', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60617', 'country': 'United States', 'country_code': 'us'}",156665434
1068,2/8/2022,"8148 S Artesian Ave, Chicago, IL",1,0.78,0.26,0.23,0.22,0.21,0.23,0.21,0.22,0.19,0.24,0.2,-87.68428782556435,41.74506105,"{'house_number': '8146', 'road': 'South Artesian Avenue', 'suburb': 'Ashburn', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60652', 'country': 'United States', 'country_code': 'us'}",156609825
1069,6/10/2021,"8178 S Calumet Ave, Chicago, IL",2,8.01,8.68,4.74,4.16,11.4,4.11,3.12,3.21,4.11,1.95,0.5,-87.6165376087382,41.74705371284245,"{'house_number': '8100', 'road': 'South Calumet Avenue', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60619', 'country': 'United States', 'country_code': 'us'}",156209596
1070,7/21/2021,"8181 S Cornell Ave, Chicago, IL",4,10.9,13.4,14.3,16.1,18.6,17.8,17.1,17.8,17.5,20.6,26.8,-87.5842886371445,41.74658323660469,"{'house_number': '8152', 'road': 'South Cornell Avenue', 'neighbourhood': 'Pierces Park', 'suburb': 'Avalon Park', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60617', 'country': 'United States', 'country_code': 'us'}",155976934
1071,3/4/2016,"8120 S Euclid Ave, Chicago, IL",2,4.68,5.66,5.98,5.84,6.66,7.26,10.4,12.4,15.2,18.2,21.5,-87.57737187510942,41.7469367,"{'house_number': '8132', 'road': 'South Euclid Avenue', 'suburb': 'South Chicago', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60617', 'country': 'United States', 'country_code': 'us'}",156426507
1072,9/13/2019,"8163 S Houston Ave, Chicago, IL",3,58.0,19.1,14.8,21.2,14.1,14.0,16.8,17.6,11.7,22.8,2.7,-87.55027514293272,41.747225164149725,"{'house_number': '8137', 'road': 'South Houston Avenue', 'neighbourhood': 'The Bush', 'suburb': 'South Chicago', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60617', 'country': 'United States', 'country_code': 'us'}",156054856
1073,7/26/2021,"8149 S Jeffery Blvd, Chicago, IL",3,4.46,8.32,5.16,3.83,6.17,5.76,6.33,8.29,8.12,5.79,9.52,-87.57614578006218,41.74743515,"{'house_number': '8116', 'road': 'South Jeffery Boulevard', 'suburb': 'South Chicago', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60617', 'country': 'United States', 'country_code': 'us'}",156050240
1074,5/25/2021,"8134 S Justine St, Chicago, IL",4,7.41,13.2,16.9,16.7,15.8,15.9,16.7,16.3,24.1,15.9,15.9,-87.66220133683645,41.74510016814964,"{'house_number': '8154', 'road': 'South Justine Street', 'neighbourhood': 'South Englewood', 'suburb': 'Auburn Gresham', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60620', 'country': 'United States', 'country_code': 'us'}",155551807
1075,5/28/2021,"8111 S Manistee Ave, Chicago, IL",3,3.1,3.1,4.6,7.0,7.5,6.9,6.7,6.7,7.5,7.4,2.7,-87.55756307474077,41.74758300610508,"{'house_number': '8119', 'road': 'South Manistee Avenue', 'neighbourhood': 'Cheltenham', 'suburb': 'South Chicago', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60617', 'country': 'United States', 'country_code': 'us'}",156248498
1076,1/21/2020,"8198 S Marquette Ave, Chicago, IL",3,5.44,5.08,6.06,7.55,11.2,9.14,7.93,8.14,9.12,13.8,17.8,-87.55877412983651,41.74753025257104,"{'house_number': '8119', 'road': 'South Marquette Avenue', 'neighbourhood': 'Cheltenham', 'suburb': 'South Chicago', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60617', 'country': 'United States', 'country_code': 'us'}",155985571
1077,7/28/2021,"8132 S PaXton Ave, Chicago, IL",2,3.31,4.7,4.52,7.16,4.38,7.26,8.05,7.97,7.66,7.03,2.77,-87.571131067358,41.7464010414798,"{'house_number': '8156', 'road': 'South Paxton Avenue', 'suburb': 'South Chicago', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60617', 'country': 'United States', 'country_code': 'us'}",155970652
1078,4/1/2022,"8176 W Balmoral Ave, Chicago, IL",5,4.3,7.12,9.45,10.0,9.68,10.5,11.1,11.2,10.9,9.63,7.83,-87.83122623938735,41.97794927377882,"{'house_number': '8149', 'road': 'West Balmoral Avenue', 'suburb': 'Norwood Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60656', 'country': 'United States', 'country_code': 'us'}",143726789
1079,12/10/2021,"8132 W Balmoral Ave, Chicago, IL",1,8.94,10.6,23.4,37.5,42.6,40.5,34.4,28.3,22.2,18.3,16.4,-87.83144107389764,41.97811433746312,"{'house_number': '8154', 'road': 'West Balmoral Avenue', 'suburb': 'Norwood Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60656', 'country': 'United States', 'country_code': 'us'}",143970391
1080,2/10/2020,"8287 S Anthony Ave, Chicago, IL",2,4.4,5.2,4.5,7.3,6.1,5.3,5.3,5.3,6.0,6.4,6.3,-87.58063256630865,41.74554308268764,"{'house_number': '8230', 'road': 'South Anthony Avenue', 'suburb': 'Avalon Park', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60649', 'country': 'United States', 'country_code': 'us'}",156196568
1081,5/20/2021,"8212 S Peoria St, Chicago, IL",2,1.18,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.64597957670877,41.743672,"{'house_number': '8251', 'road': 'South Peoria Street', 'neighbourhood': 'Chester Highlands', 'suburb': 'Auburn Gresham', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60620', 'country': 'United States', 'country_code': 'us'}",156058485
1082,9/9/2019,"8231 S Troy St, Chicago, IL",2,3.36,1.85,2.25,2.02,1.75,2.15,1.97,1.71,2.05,2.01,1.63,-87.70087854963597,41.74306145381858,"{'house_number': '8247', 'road': 'South Troy Street', 'neighbourhood': 'Mitchells Subdivision', 'suburb': 'Ashburn', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60652', 'country': 'United States', 'country_code': 'us'}",144405196
1083,8/3/2018,"8337 S Perry Ave, Chicago, IL",2,4.39,4.78,5.88,6.96,6.15,7.72,12.7,16.4,12.8,11.9,10.6,-87.626923814142,41.74266433823669,"{'house_number': '8330', 'road': 'South Perry Avenue', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60620', 'country': 'United States', 'country_code': 'us'}",156511422
1084,2/26/2020,"8383 S Sangamon St, Chicago, IL",3,2.08,1.99,1.56,1.49,1.49,1.49,1.54,1.57,1.54,1.56,1.03,-87.64722405,41.7426187,"{'house_number': '8323', 'road': 'South Sangamon Street', 'neighbourhood': 'Chester Highlands', 'suburb': 'Auburn Gresham', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60620', 'country': 'United States', 'country_code': 'us'}",155633373
1085,1/2/2020,"8359 S Winchester Ave, Chicago, IL",2,3.0,2.9,3.3,3.0,3.0,3.2,3.1,7.2,20.0,34.0,42.0,-87.67182564507988,41.74160768296405,"{'house_number': '8344', 'road': 'South Winchester Avenue', 'suburb': 'Auburn Gresham', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60620', 'country': 'United States', 'country_code': 'us'}",155710672
1086,6/7/2021,"8441 S ColfaX Ave, Chicago, IL",3,4.95,7.16,12.8,12.2,8.55,11.2,13.5,13.8,14.2,13.6,12.4,-87.56093910581598,41.7418419,"{'house_number': '8429', 'road': 'South Colfax Avenue', 'neighbourhood': 'Cheltenham', 'suburb': 'South Chicago', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60617', 'country': 'United States', 'country_code': 'us'}",155983218
1087,1/24/2022,"8417 S DreXel Ave, Chicago, IL",2,2.82,1.9,1.9,2.89,2.88,2.9,2.95,3.08,3.12,3.51,2.09,-87.6026129362477,41.7404763674205,"{'house_number': '8458', 'road': 'South Drexel Avenue', 'neighbourhood': 'Chatham', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60619', 'country': 'United States', 'country_code': 'us'}",155815717
1088,5/27/2021,"8449 S Manistee Ave, Chicago, IL",2,2.51,2.94,4.11,3.56,3.55,3.86,4.18,6.68,8.59,8.99,12.4,-87.55768726522172,41.741960578026855,"{'house_number': '8424', 'road': 'South Manistee Avenue', 'neighbourhood': 'Cheltenham', 'suburb': 'South Chicago', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60617', 'country': 'United States', 'country_code': 'us'}",155979155
